Orthogroup	sacCer_protein	BG2_protein
OG0004193	NP_011450.1	QNG16957.1
OG0004194	NP_011451.1	QNG16958.1
OG0004195	NP_015113.1	QNG16959.1
OG0004196	NP_012988.1	QNG16963.1
OG0004197	NP_012989.3	QNG16964.1
OG0004198	NP_012991.3	QNG16966.1
OG0004199	NP_012975.3	QNG16967.1
OG0004200	NP_012974.1	QNG16968.1
OG0004201	NP_012972.3	QNG16969.1
OG0004202	NP_009725.1	QNG16970.1
OG0004203	NP_009726.3	QNG16971.1
OG0004204	NP_009727.3	QNG16972.1
OG0004205	NP_009729.1	QNG16974.1
OG0004206	NP_009730.3	QNG16975.1
OG0004207	NP_009732.1	QNG16977.1
OG0004208	NP_009734.1	QNG16978.1
OG0004209	NP_009735.3	QNG16979.1
OG0004210	NP_009738.1	QNG16981.1
OG0004211	NP_009739.1	QNG16982.1
OG0004212	NP_015239.1	QNG16986.1
OG0004213	NP_009744.3	QNG16987.1
OG0004214	NP_015241.1	QNG16988.1
OG0004215	NP_009745.2	QNG16989.1
OG0004216	NP_009746.1	QNG16990.1
OG0004217	NP_009747.3	QNG16991.1
OG0004218	NP_012798.1	QNG16994.1
OG0004219	NP_010304.3	QNG16995.1
OG0004220	NP_010303.3	QNG16996.1
OG0004221	NP_012178.1	QNG16997.1
OG0004222	NP_012179.3	QNG16998.1
OG0004223	NP_012182.1	QNG17001.1
OG0004224	NP_012183.2	QNG17002.1
OG0004225	NP_014366.3	QNG17003.1
OG0004226	NP_014369.3	QNG17004.1
OG0004227	NP_013709.1	QNG17005.1
OG0004228	NP_014371.1	QNG17006.1
OG0004229	NP_014372.1	QNG17007.1
OG0004230	NP_014373.3	QNG17008.1
OG0004231	NP_014374.1	QNG17009.1
OG0004232	NP_014375.1	QNG17010.1
OG0004233	NP_014376.3	QNG17011.1
OG0004234	NP_010000.1	QNG17013.1
OG0004235	NP_878058.1	QNG17014.1
OG0004236	NP_010001.1	QNG17015.1
OG0004237	NP_010002.3	QNG17016.1
OG0004238	NP_014014.1	QNG17017.1
OG0004239	NP_012059.3	QNG17018.1
OG0004240	NP_012060.1	QNG17019.1
OG0004241	NP_012061.3	QNG17020.1
OG0004242	NP_012062.1	QNG17021.1
OG0004243	NP_012063.3	QNG17022.1
OG0004244	NP_012064.1	QNG17023.1
OG0004245	NP_012065.3	QNG17024.1
OG0004246	NP_012066.1	QNG17025.1
OG0004247	NP_015265.1	QNG17026.1
OG0004248	NP_015266.1	QNG17027.1
OG0004249	NP_015271.1	QNG17031.1
OG0004250	NP_015273.2	QNG17033.1
OG0004251	NP_013741.1	QNG17034.1
OG0004252	NP_013740.1	QNG17035.1
OG0004253	NP_013739.1	QNG17036.1
OG0004254	NP_013738.1	QNG17037.1
OG0004255	NP_013737.1	QNG17038.1
OG0004256	NP_013736.1	QNG17039.1
OG0004257	NP_013735.1	QNG17040.1
OG0004258	NP_013734.1	QNG17041.1
OG0004259	NP_013733.1	QNG17042.1
OG0004260	NP_013728.1	QNG17044.1
OG0004261	NP_013727.1	QNG17045.1
OG0004262	NP_013726.1	QNG17046.1
OG0004263	NP_013725.1	QNG17047.1
OG0004265	NP_012555.1	QNG17049.1
OG0004266	NP_012556.2	QNG17050.1
OG0004267	NP_012558.3	QNG17051.1
OG0004268	NP_013146.1	QNG17052.1
OG0004269	NP_013148.1	QNG17054.1
OG0004270	NP_012568.1	QNG17055.1
OG0004271	NP_012567.3	QNG17056.1
OG0004272	NP_012566.1	QNG17057.1
OG0004273	NP_012742.1	QNG17062.1
OG0004274	NP_012743.1	QNG17063.1
OG0004275	NP_012364.2	QNG17064.1
OG0004276	NP_012745.1	QNG17065.1
OG0004277	NP_012746.1	QNG17066.1
OG0004278	NP_012747.1	QNG17067.1
OG0004279	NP_012748.1	QNG17068.1
OG0004280	NP_012750.1	QNG17069.1
OG0004281	NP_012751.1	QNG17070.1
OG0004282	NP_012754.1	QNG17072.1
OG0004283	NP_012372.1	QNG17074.1
OG0004284	NP_012756.1	QNG17075.1
OG0004285	NP_012760.1	QNG17078.1
OG0004286	NP_010562.1	QNG17079.1
OG0004287	NP_010554.1	QNG17082.1
OG0004288	NP_010553.3	QNG17083.1
OG0004289	NP_010552.3	QNG17084.1
OG0004290	NP_010551.1	QNG17085.1
OG0004291	NP_010548.3	QNG17087.1
OG0004292	NP_010547.1	QNG17088.1
OG0004293	NP_010546.1	QNG17089.1
OG0004294	NP_010544.3	QNG17091.1
OG0004295	NP_010543.1	QNG17092.1
OG0004296	NP_010767.1	QNG17093.1
OG0004297	NP_010766.3	QNG17094.1
OG0004298	NP_010765.3	QNG17095.1
OG0004299	NP_010764.1	QNG17096.1
OG0004300	NP_010761.3	QNG17098.1
OG0004301	NP_012629.1	QNG17099.1
OG0004302	NP_012627.1	QNG17100.1
OG0004303	NP_012626.1	QNG17101.1
OG0004304	NP_012625.5	QNG17102.1
OG0004305	NP_012623.1	QNG17104.1
OG0004306	NP_012621.1	QNG17105.1
OG0004307	NP_012619.1	QNG17106.1
OG0004308	NP_012618.3	QNG17107.1
OG0004309	NP_012617.1	QNG17108.1
OG0004310	NP_012616.1	QNG17109.1
OG0004311	NP_012615.3	QNG17110.1
OG0004312	NP_012614.1	QNG17111.1
OG0004313	NP_009443.1	QNG17112.1
OG0004314	NP_009445.2	QNG17113.1
OG0004315	NP_009446.2	QNG17114.1
OG0004316	NP_009447.1	QNG17115.1
OG0004317	NP_009448.1	QNG17116.1
OG0004318	NP_013882.1	QNG17118.1
OG0004319	NP_013883.1	QNG17119.1
OG0004320	NP_009459.1	QNG17120.1
OG0004321	NP_009457.1	QNG17121.1
OG0004322	NP_009455.3	QNG17122.1
OG0004323	NP_009453.2	QNG17123.1
OG0004324	NP_013879.1	QNG17124.1
OG0004325	NP_013878.1	QNG17125.1
OG0004326	NP_013877.1	QNG17126.1
OG0004327	NP_013876.1	QNG17127.1
OG0004328	NP_013875.1	QNG17128.1
OG0004329	NP_013872.1	QNG17130.1
OG0004330	NP_013391.1	QNG17131.1
OG0004331	NP_013389.1	QNG17132.1
OG0004332	NP_013388.1	QNG17133.1
OG0004333	NP_013387.1	QNG17134.1
OG0004334	NP_013514.1	QNG17135.1
OG0004335	NP_013513.3	QNG17136.1
OG0004336	NP_013512.1	QNG17137.1
OG0004337	NP_013511.4	QNG17138.1
OG0004338	NP_013509.1	QNG17139.1
OG0004339	NP_013508.3	QNG17140.1
OG0004340	NP_013507.1	QNG17141.1
OG0004341	NP_013505.4	QNG17142.1
OG0004342	NP_009696.2	QNG17144.1
OG0004343	NP_010732.1	QNG17145.1
OG0004344	NP_012833.1	QNG17148.1
OG0004345	NP_012834.1	QNG17149.1
OG0004346	NP_012915.3	QNG17151.1
OG0004347	NP_012916.1	QNG17152.1
OG0004348	NP_012919.3	QNG17154.1
OG0004349	NP_012921.3	QNG17157.1
OG0004350	NP_012923.3	QNG17159.1
OG0004351	NP_010288.1	QNG17160.1
OG0004352	NP_010287.1	QNG17161.1
OG0004353	NP_010283.3	QNG17165.1
OG0004354	NP_010282.3	QNG17166.1
OG0004355	NP_009551.2	QNG17167.1
OG0004356	NP_014415.1	QNG17168.1
OG0004357	NP_014417.3	QNG17170.1
OG0004358	NP_014418.3	QNG17171.1
OG0004359	NP_014419.1	QNG17172.1
OG0004360	NP_014420.1	QNG17173.1
OG0004361	NP_014421.3	QNG17174.1
OG0004362	NP_014424.1	QNG17176.1
OG0004363	NP_014426.3	QNG17177.1
OG0004364	NP_014427.1	QNG17178.1
OG0004365	NP_014429.3	QNG17180.1
OG0004366	NP_014430.1	QNG17181.1
OG0004367	NP_014431.1	QNG17182.1
OG0004368	NP_014432.3	QNG17183.1
OG0004369	NP_061494.3	QNG17185.1
OG0004370	NP_010371.1	QNG17189.1
OG0004371	NP_010372.3	QNG17190.1
OG0004372	NP_010345.3	QNG17191.1
OG0004373	NP_013949.1	QNG17192.1
OG0004374	NP_013950.1	QNG17193.1
OG0004375	NP_013951.1	QNG17194.1
OG0004376	NP_013952.1	QNG17195.1
OG0004377	NP_013953.1	QNG17196.1
OG0004378	NP_013954.1	QNG17197.1
OG0004379	NP_013955.1	QNG17198.1
OG0004380	NP_014934.1	QNG17199.1
OG0004381	NP_014935.3	QNG17200.1
OG0004382	NP_012357.2	QNG17201.1
OG0004383	NP_012359.1	QNG17202.1
OG0004384	NP_013198.1	QNG17204.1
OG0004385	NP_013199.1	QNG17205.1
OG0004386	NP_013200.1	QNG17206.1
OG0004387	NP_010412.1	QNG17208.1
OG0004388	NP_013201.1	QNG17209.1
OG0004389	NP_013203.1	QNG17210.1
OG0004390	NP_013204.1	QNG17211.1
OG0004391	NP_013205.1	QNG17212.1
OG0004392	NP_013206.1	QNG17213.1
OG0004393	NP_013207.1	QNG17214.1
OG0004394	NP_013208.1	QNG17215.1
OG0004395	NP_013210.1	QNG17218.1
OG0004396	NP_013214.1	QNG17220.1
OG0004397	NP_013215.1	QNG17221.1
OG0004398	NP_009371.1	QNG17222.1
OG0004399	NP_009370.1	QNG17223.1
OG0004400	NP_009369.1	QNG17224.1
OG0004401	NP_009973.1	QNG17226.1
OG0004402	NP_009367.1	QNG17228.1
OG0004403	NP_009358.1	QNG17229.1
OG0004404	NP_009359.1	QNG17230.1
OG0004405	NP_009360.1	QNG17231.1
OG0004406	NP_009361.1	QNG17233.1
OG0004407	NP_009364.1	QNG17237.1
OG0004408	NP_009365.1	QNG17238.1
OG0004409	NP_009356.1	QNG17239.1
OG0004410	NP_009355.3	QNG17240.1
OG0004411	NP_075206.1	QNG17241.1
OG0004412	NP_009353.1	QNG17242.1
OG0004413	NP_009352.2	QNG17243.1
OG0004414	NP_009351.1	QNG17244.1
OG0004415	NP_010978.3	QNG17249.1
OG0004416	NP_012209.1	QNG17252.1
OG0004417	NP_010986.1, NP_012208.1	QNG17253.1
OG0004418	NP_012203.1	QNG17255.1
OG0004419	NP_012202.1	QNG17256.1
OG0004420	NP_012201.1	QNG17257.1
OG0004421	NP_012200.1	QNG17258.1
OG0004422	NP_012199.3	QNG17259.1
OG0004423	NP_012197.1	QNG17260.1
OG0004424	NP_010995.1	QNG17261.1
OG0004425	NP_012194.1	QNG17262.1
OG0004426	NP_085069.3	QNG17263.1
OG0004427	NP_012193.3	QNG17264.1
OG0004428	NP_012192.2	QNG17266.1
OG0004429	NP_012190.1	QNG17268.1
OG0004430	NP_012706.1	QNG17269.1
OG0004431	NP_012189.2	QNG17270.1
OG0004432	NP_012188.3	QNG17273.1
OG0004433	NP_116578.3	QNG17274.1
OG0004434	NP_012868.1	QNG17275.1
OG0004435	NP_012869.1	QNG17276.1
OG0004436	NP_012870.1	QNG17277.1
OG0004437	NP_012872.2	QNG17278.1
OG0004438	NP_012875.2	QNG17281.1
OG0004439	NP_012876.1	QNG17282.1
OG0004440	NP_012860.1	QNG17284.1
OG0004441	NP_012859.1	QNG17285.1
OG0004442	NP_012856.1	QNG17288.1
OG0004443	NP_012051.3	QNG17289.1
OG0004444	NP_012054.1	QNG17291.1
OG0004445	NP_012055.3	QNG17292.1
OG0004446	NP_012056.1	QNG17293.1
OG0004447	NP_012057.3	QNG17294.1
OG0004448	NP_012058.1	QNG17295.1
OG0004449	NP_014015.1	QNG17296.1
OG0004450	NP_014016.1	QNG17297.1
OG0004451	NP_014017.1	QNG17298.1
OG0004452	NP_014019.1	QNG17299.1
OG0004453	NP_014020.1	QNG17300.1
OG0004454	NP_014021.1	QNG17301.1
OG0004455	NP_014022.1	QNG17302.1
OG0004456	NP_014024.1	QNG17303.1
OG0004457	NP_014026.1	QNG17304.1
OG0004458	NP_014027.1	QNG17305.1
OG0004459	NP_014028.2	QNG17306.1
OG0004460	NP_014029.1	QNG17307.1
OG0004461	NP_014030.1	QNG17308.1
OG0004462	NP_014031.1	QNG17309.1
OG0004463	NP_014033.1	QNG17310.1
OG0004464	NP_014039.1	QNG17314.1
OG0004465	NP_014040.1	QNG17315.1
OG0004466	NP_014041.1	QNG17316.1
OG0004467	NP_014042.1	QNG17317.1
OG0004468	NP_014043.1	QNG17318.1
OG0004469	NP_014044.1	QNG17319.1
OG0004470	NP_014045.1	QNG17320.1
OG0004471	NP_014046.1	QNG17321.1
OG0004559	NP_001032578.1	QNG12842.1
OG0004589	NP_878131.1	QNG13184.1
OG0004672	NP_878179.1	QNG14099.1
OG0004691	NP_958835.1	QNG14301.1
OG0004700	NP_690846.1	QNG14388.1
OG0004749	NP_076894.3	QNG15093.1
OG0004791	NP_690847.1	QNG15626.1
OG0004799	NP_013971.1	QNG15712.1
OG0004812	NP_878145.1	QNG15860.1
OG0004846	NP_009949.1	QNG16268.1
OG0004875	NP_014686.1	QNG16559.1
OG0004920	NP_076901.1	QNG17207.1
