Orthogroup	CBS138_protein	sacCer_protein
OG0004189	XP_449591.1	NP_010163.1
OG0004190	XP_449592.1	NP_014383.1
OG0004191	XP_449593.1	NP_011448.3
OG0004192	XP_449594.1	NP_011449.1
OG0004193	XP_449595.1	NP_011450.1
OG0004194	XP_449596.1	NP_011451.1
OG0004195	XP_449597.1	NP_015113.1
OG0004196	XP_449601.1	NP_012988.1
OG0004197	XP_449602.1	NP_012989.3
OG0004198	XP_449604.1	NP_012991.3
OG0004199	XP_449605.1	NP_012975.3
OG0004200	XP_449606.1	NP_012974.1
OG0004201	XP_449607.1	NP_012972.3
OG0004202	XP_449608.1	NP_009725.1
OG0004203	XP_449609.1	NP_009726.3
OG0004204	XP_449610.1	NP_009727.3
OG0004205	XP_449612.1	NP_009729.1
OG0004206	XP_449613.1	NP_009730.3
OG0004207	XP_449615.1	NP_009732.1
OG0004208	XP_449616.1	NP_009734.1
OG0004209	XP_449617.1	NP_009735.3
OG0004210	XP_449619.1	NP_009738.1
OG0004211	XP_449620.1	NP_009739.1
OG0004212	XP_449624.1	NP_015239.1
OG0004213	XP_449625.1	NP_009744.3
OG0004214	XP_449626.1	NP_015241.1
OG0004215	XP_449627.1	NP_009745.2
OG0004216	XP_449628.1	NP_009746.1
OG0004217	XP_449629.1	NP_009747.3
OG0004218	XP_449632.1	NP_012798.1
OG0004219	XP_449633.1	NP_010304.3
OG0004220	XP_449634.1	NP_010303.3
OG0004221	XP_449635.1	NP_012178.1
OG0004222	XP_449636.1	NP_012179.3
OG0004223	XP_449639.1	NP_012182.1
OG0004224	XP_449640.1	NP_012183.2
OG0004225	XP_449641.1	NP_014366.3
OG0004226	XP_449642.1	NP_014369.3
OG0004227	XP_449643.1	NP_013709.1
OG0004228	XP_449644.1	NP_014371.1
OG0004229	XP_449645.1	NP_014372.1
OG0004230	XP_449646.1	NP_014373.3
OG0004231	XP_449647.1	NP_014374.1
OG0004232	XP_449648.1	NP_014375.1
OG0004233	XP_449649.1	NP_014376.3
OG0004234	XP_449651.1	NP_010000.1
OG0004235	XP_002999602.1	NP_878058.1
OG0004236	XP_449652.1	NP_010001.1
OG0004237	XP_449653.1	NP_010002.3
OG0004238	XP_449654.1	NP_014014.1
OG0004239	XP_449655.1	NP_012059.3
OG0004240	XP_449656.1	NP_012060.1
OG0004241	XP_449657.1	NP_012061.3
OG0004242	XP_449658.1	NP_012062.1
OG0004243	XP_449659.1	NP_012063.3
OG0004244	XP_449660.1	NP_012064.1
OG0004245	XP_449661.1	NP_012065.3
OG0004246	XP_449662.1	NP_012066.1
OG0004247	XP_449663.1	NP_015265.1
OG0004248	XP_449664.1	NP_015266.1
OG0004249	XP_449668.1	NP_015271.1
OG0004250	XP_449670.1	NP_015273.2
OG0004251	XP_449671.1	NP_013741.1
OG0004252	XP_449672.1	NP_013740.1
OG0004253	XP_449673.1	NP_013739.1
OG0004254	XP_449674.1	NP_013738.1
OG0004255	XP_449675.1	NP_013737.1
OG0004256	XP_449676.1	NP_013736.1
OG0004257	XP_449677.1	NP_013735.1
OG0004258	XP_449678.1	NP_013734.1
OG0004259	XP_449679.1	NP_013733.1
OG0004260	XP_449681.1	NP_013728.1
OG0004261	XP_449682.1	NP_013727.1
OG0004262	XP_449683.2	NP_013726.1
OG0004263	XP_449684.1	NP_013725.1
OG0004265	XP_449687.1	NP_012555.1
OG0004266	XP_449688.1	NP_012556.2
OG0004267	XP_449689.1	NP_012558.3
OG0004268	XP_449690.1	NP_013146.1
OG0004269	XP_449692.1	NP_013148.1
OG0004270	XP_449693.1	NP_012568.1
OG0004271	XP_449694.1	NP_012567.3
OG0004272	XP_449695.1	NP_012566.1
OG0004273	XP_449700.1	NP_012742.1
OG0004274	XP_449701.1	NP_012743.1
OG0004275	XP_449702.1	NP_012364.2
OG0004276	XP_449703.1	NP_012745.1
OG0004277	XP_449704.1	NP_012746.1
OG0004278	XP_449705.1	NP_012747.1
OG0004279	XP_449706.1	NP_012748.1
OG0004280	XP_449707.1	NP_012750.1
OG0004281	XP_449708.1	NP_012751.1
OG0004282	XP_449710.1	NP_012754.1
OG0004283	XP_449712.1	NP_012372.1
OG0004284	XP_449713.1	NP_012756.1
OG0004285	XP_449716.1	NP_012760.1
OG0004286	XP_002999603.1	NP_010562.1
OG0004287	XP_449720.1	NP_010554.1
OG0004288	XP_449721.1	NP_010553.3
OG0004289	XP_449722.1	NP_010552.3
OG0004290	XP_449723.1	NP_010551.1
OG0004291	XP_449725.1	NP_010548.3
OG0004292	XP_449726.1	NP_010547.1
OG0004293	XP_449727.1	NP_010546.1
OG0004294	XP_449729.1	NP_010544.3
OG0004295	XP_449730.1	NP_010543.1
OG0004296	XP_449731.1	NP_010767.1
OG0004297	XP_449732.1	NP_010766.3
OG0004298	XP_449733.1	NP_010765.3
OG0004299	XP_449734.1	NP_010764.1
OG0004300	XP_449736.1	NP_010761.3
OG0004301	XP_449737.1	NP_012629.1
OG0004302	XP_449738.1	NP_012627.1
OG0004303	XP_449739.1	NP_012626.1
OG0004304	XP_449740.1	NP_012625.5
OG0004305	XP_449742.1	NP_012623.1
OG0004306	XP_449743.1	NP_012621.1
OG0004307	XP_449744.1	NP_012619.1
OG0004308	XP_449745.1	NP_012618.3
OG0004309	XP_449746.1	NP_012617.1
OG0004310	XP_449747.1	NP_012616.1
OG0004311	XP_449748.1	NP_012615.3
OG0004312	XP_449749.1	NP_012614.1
OG0004313	XP_449750.1	NP_009443.1
OG0004314	XP_449751.1	NP_009445.2
OG0004315	XP_449752.1	NP_009446.2
OG0004316	XP_449753.1	NP_009447.1
OG0004317	XP_449754.1	NP_009448.1
OG0004318	XP_449756.1	NP_013882.1
OG0004319	XP_449757.1	NP_013883.1
OG0004320	XP_449758.1	NP_009459.1
OG0004321	XP_449759.1	NP_009457.1
OG0004322	XP_449760.1	NP_009455.3
OG0004323	XP_449761.1	NP_009453.2
OG0004324	XP_449762.1	NP_013879.1
OG0004325	XP_449763.1	NP_013878.1
OG0004326	XP_449764.1	NP_013877.1
OG0004327	XP_449765.1	NP_013876.1
OG0004328	XP_449766.1	NP_013875.1
OG0004329	XP_449768.1	NP_013872.1
OG0004330	XP_449769.1	NP_013391.1
OG0004331	XP_449770.1	NP_013389.1
OG0004332	XP_449771.1	NP_013388.1
OG0004333	XP_449772.1	NP_013387.1
OG0004334	XP_449773.1	NP_013514.1
OG0004335	XP_449774.1	NP_013513.3
OG0004336	XP_449775.1	NP_013512.1
OG0004337	XP_449776.1	NP_013511.4
OG0004338	XP_449777.1	NP_013509.1
OG0004339	XP_449778.1	NP_013508.3
OG0004340	XP_449779.1	NP_013507.1
OG0004341	XP_449780.1	NP_013505.4
OG0004342	XP_449782.1	NP_009696.2
OG0004343	XP_449783.1	NP_010732.1
OG0004344	XP_449786.1	NP_012833.1
OG0004345	XP_449787.1	NP_012834.1
OG0004346	XP_449789.1	NP_012915.3
OG0004347	XP_449790.1	NP_012916.1
OG0004348	XP_002999604.1	NP_012919.3
OG0004349	XP_449794.1	NP_012921.3
OG0004350	XP_449796.1	NP_012923.3
OG0004351	XP_449797.1	NP_010288.1
OG0004352	XP_449798.1	NP_010287.1
OG0004353	XP_449802.1	NP_010283.3
OG0004354	XP_449803.1	NP_010282.3
OG0004355	XP_449804.1	NP_009551.2
OG0004356	XP_449805.1	NP_014415.1
OG0004357	XP_449807.1	NP_014417.3
OG0004358	XP_449808.1	NP_014418.3
OG0004359	XP_449809.1	NP_014419.1
OG0004360	XP_449810.1	NP_014420.1
OG0004361	XP_449811.1	NP_014421.3
OG0004362	XP_449813.1	NP_014424.1
OG0004363	XP_449814.1	NP_014426.3
OG0004364	XP_449815.1	NP_014427.1
OG0004365	XP_449816.1	NP_014429.3
OG0004366	XP_449817.1	NP_014430.1
OG0004367	XP_449818.1	NP_014431.1
OG0004368	XP_449819.1	NP_014432.3
OG0004369	XP_002999606.1	NP_061494.3
OG0004370	XP_002999607.1	NP_010371.1
OG0004371	XP_449824.1	NP_010372.3
OG0004372	XP_449825.1	NP_010345.3
OG0004373	XP_449826.1	NP_013949.1
OG0004374	XP_449827.1	NP_013950.1
OG0004375	XP_449828.1	NP_013951.1
OG0004376	XP_002999608.1	NP_013952.1
OG0004377	XP_449829.1	NP_013953.1
OG0004378	XP_449830.1	NP_013954.1
OG0004379	XP_449831.1	NP_013955.1
OG0004380	XP_449832.1	NP_014934.1
OG0004381	XP_449833.1	NP_014935.3
OG0004382	XP_449834.1	NP_012357.2
OG0004383	XP_449835.1	NP_012359.1
OG0004384	XP_449837.1	NP_013198.1
OG0004385	XP_449838.1	NP_013199.1
OG0004386	XP_449839.1	NP_013200.1
OG0004387	XP_449840.1	NP_010412.1
OG0004388	XP_449841.1	NP_013201.1
OG0004389	XP_449842.1	NP_013203.1
OG0004390	XP_449843.1	NP_013204.1
OG0004391	XP_449844.1	NP_013205.1
OG0004392	XP_449845.1	NP_013206.1
OG0004393	XP_449846.1	NP_013207.1
OG0004394	XP_449847.1	NP_013208.1
OG0004395	XP_449850.1	NP_013210.1
OG0004396	XP_449852.1	NP_013214.1
OG0004397	XP_449853.1	NP_013215.1
OG0004398	XP_449854.1	NP_009371.1
OG0004399	XP_449855.1	NP_009370.1
OG0004400	XP_449856.1	NP_009369.1
OG0004401	XP_449858.1	NP_009973.1
OG0004402	XP_449860.1	NP_009367.1
OG0004403	XP_449861.1	NP_009358.1
OG0004404	XP_449862.1	NP_009359.1
OG0004405	XP_449863.1	NP_009360.1
OG0004406	XP_449864.1	NP_009361.1
OG0004407	XP_449869.1	NP_009364.1
OG0004408	XP_449870.1	NP_009365.1
OG0004409	XP_449871.1	NP_009356.1
OG0004410	XP_449872.1	NP_009355.3
OG0004411	XP_449873.1	NP_075206.1
OG0004412	XP_449874.1	NP_009353.1
OG0004413	XP_449875.1	NP_009352.2
OG0004414	XP_449876.1	NP_009351.1
OG0004415	XP_449881.1	NP_010978.3
OG0004416	XP_449885.1	NP_012209.1
OG0004418	XP_449889.1	NP_012203.1
OG0004419	XP_449890.1	NP_012202.1
OG0004420	XP_449891.1	NP_012201.1
OG0004421	XP_449892.1	NP_012200.1
OG0004422	XP_449893.1	NP_012199.3
OG0004423	XP_449894.1	NP_012197.1
OG0004424	XP_449895.1	NP_010995.1
OG0004425	XP_449896.1	NP_012194.1
OG0004426	XP_449897.1	NP_085069.3
OG0004427	XP_449898.1	NP_012193.3
OG0004428	XP_449900.1	NP_012192.2
OG0004429	XP_449902.1	NP_012190.1
OG0004430	XP_449903.1	NP_012706.1
OG0004431	XP_449904.1	NP_012189.2
OG0004432	XP_449907.1	NP_012188.3
OG0004433	XP_449908.1	NP_116578.3
OG0004434	XP_449909.1	NP_012868.1
OG0004435	XP_449910.1	NP_012869.1
OG0004436	XP_449911.1	NP_012870.1
OG0004437	XP_449912.1	NP_012872.2
OG0004438	XP_449915.1	NP_012875.2
OG0004439	XP_449916.1	NP_012876.1
OG0004440	XP_449918.1	NP_012860.1
OG0004441	XP_449919.1	NP_012859.1
OG0004442	XP_449921.1	NP_012856.1
OG0004443	XP_449922.1	NP_012051.3
OG0004444	XP_449924.1	NP_012054.1
OG0004445	XP_449925.1	NP_012055.3
OG0004446	XP_449926.1	NP_012056.1
OG0004447	XP_449927.1	NP_012057.3
OG0004448	XP_449928.1	NP_012058.1
OG0004449	XP_449929.1	NP_014015.1
OG0004450	XP_449930.1	NP_014016.1
OG0004451	XP_449931.1	NP_014017.1
OG0004452	XP_449932.1	NP_014019.1
OG0004453	XP_449933.1	NP_014020.1
OG0004454	XP_449934.1	NP_014021.1
OG0004455	XP_449935.1	NP_014022.1
OG0004456	XP_449936.1	NP_014024.1
OG0004457	XP_449937.1	NP_014026.1
OG0004458	XP_449938.1	NP_014027.1
OG0004459	XP_449939.1	NP_014028.2
OG0004460	XP_449940.1	NP_014029.1
OG0004461	XP_449941.1	NP_014030.1
OG0004462	XP_449942.1	NP_014031.1
OG0004463	XP_449943.1	NP_014033.1
OG0004464	XP_449947.1	NP_014039.1
OG0004465	XP_449948.1	NP_014040.1
OG0004466	XP_449949.1	NP_014041.1
OG0004467	XP_449950.1	NP_014042.1
OG0004468	XP_449951.1	NP_014043.1
OG0004469	XP_449952.1	NP_014044.1
OG0004470	XP_449953.1	NP_014045.1
OG0004471	XP_449954.1	NP_014046.1
OG0004933	NP_818776.1	NP_009320.1
OG0004934	NP_818782.1	NP_009312.1
OG0004935	NP_818783.1	NP_009313.1
OG0004936	NP_818784.1	NP_009319.1
OG0004937	NP_818785.1	NP_009326.1
OG0004938	NP_818786.1	NP_009328.1
OG0004939	XP_002999561.1	NP_076910.1
OG0004940	XP_445342.1	NP_012256.1
OG0004941	XP_447372.1	NP_014757.1
OG0004942	XP_447869.1	NP_014882.4
