Orthogroup	BG2_protein	sacCer_protein
OG0004193	QNG16957.1	NP_011450.1
OG0004194	QNG16958.1	NP_011451.1
OG0004195	QNG16959.1	NP_015113.1
OG0004196	QNG16963.1	NP_012988.1
OG0004197	QNG16964.1	NP_012989.3
OG0004198	QNG16966.1	NP_012991.3
OG0004199	QNG16967.1	NP_012975.3
OG0004200	QNG16968.1	NP_012974.1
OG0004201	QNG16969.1	NP_012972.3
OG0004202	QNG16970.1	NP_009725.1
OG0004203	QNG16971.1	NP_009726.3
OG0004204	QNG16972.1	NP_009727.3
OG0004205	QNG16974.1	NP_009729.1
OG0004206	QNG16975.1	NP_009730.3
OG0004207	QNG16977.1	NP_009732.1
OG0004208	QNG16978.1	NP_009734.1
OG0004209	QNG16979.1	NP_009735.3
OG0004210	QNG16981.1	NP_009738.1
OG0004211	QNG16982.1	NP_009739.1
OG0004212	QNG16986.1	NP_015239.1
OG0004213	QNG16987.1	NP_009744.3
OG0004214	QNG16988.1	NP_015241.1
OG0004215	QNG16989.1	NP_009745.2
OG0004216	QNG16990.1	NP_009746.1
OG0004217	QNG16991.1	NP_009747.3
OG0004218	QNG16994.1	NP_012798.1
OG0004219	QNG16995.1	NP_010304.3
OG0004220	QNG16996.1	NP_010303.3
OG0004221	QNG16997.1	NP_012178.1
OG0004222	QNG16998.1	NP_012179.3
OG0004223	QNG17001.1	NP_012182.1
OG0004224	QNG17002.1	NP_012183.2
OG0004225	QNG17003.1	NP_014366.3
OG0004226	QNG17004.1	NP_014369.3
OG0004227	QNG17005.1	NP_013709.1
OG0004228	QNG17006.1	NP_014371.1
OG0004229	QNG17007.1	NP_014372.1
OG0004230	QNG17008.1	NP_014373.3
OG0004231	QNG17009.1	NP_014374.1
OG0004232	QNG17010.1	NP_014375.1
OG0004233	QNG17011.1	NP_014376.3
OG0004234	QNG17013.1	NP_010000.1
OG0004235	QNG17014.1	NP_878058.1
OG0004236	QNG17015.1	NP_010001.1
OG0004237	QNG17016.1	NP_010002.3
OG0004238	QNG17017.1	NP_014014.1
OG0004239	QNG17018.1	NP_012059.3
OG0004240	QNG17019.1	NP_012060.1
OG0004241	QNG17020.1	NP_012061.3
OG0004242	QNG17021.1	NP_012062.1
OG0004243	QNG17022.1	NP_012063.3
OG0004244	QNG17023.1	NP_012064.1
OG0004245	QNG17024.1	NP_012065.3
OG0004246	QNG17025.1	NP_012066.1
OG0004247	QNG17026.1	NP_015265.1
OG0004248	QNG17027.1	NP_015266.1
OG0004249	QNG17031.1	NP_015271.1
OG0004250	QNG17033.1	NP_015273.2
OG0004251	QNG17034.1	NP_013741.1
OG0004252	QNG17035.1	NP_013740.1
OG0004253	QNG17036.1	NP_013739.1
OG0004254	QNG17037.1	NP_013738.1
OG0004255	QNG17038.1	NP_013737.1
OG0004256	QNG17039.1	NP_013736.1
OG0004257	QNG17040.1	NP_013735.1
OG0004258	QNG17041.1	NP_013734.1
OG0004259	QNG17042.1	NP_013733.1
OG0004260	QNG17044.1	NP_013728.1
OG0004261	QNG17045.1	NP_013727.1
OG0004262	QNG17046.1	NP_013726.1
OG0004263	QNG17047.1	NP_013725.1
OG0004265	QNG17049.1	NP_012555.1
OG0004266	QNG17050.1	NP_012556.2
OG0004267	QNG17051.1	NP_012558.3
OG0004268	QNG17052.1	NP_013146.1
OG0004269	QNG17054.1	NP_013148.1
OG0004270	QNG17055.1	NP_012568.1
OG0004271	QNG17056.1	NP_012567.3
OG0004272	QNG17057.1	NP_012566.1
OG0004273	QNG17062.1	NP_012742.1
OG0004274	QNG17063.1	NP_012743.1
OG0004275	QNG17064.1	NP_012364.2
OG0004276	QNG17065.1	NP_012745.1
OG0004277	QNG17066.1	NP_012746.1
OG0004278	QNG17067.1	NP_012747.1
OG0004279	QNG17068.1	NP_012748.1
OG0004280	QNG17069.1	NP_012750.1
OG0004281	QNG17070.1	NP_012751.1
OG0004282	QNG17072.1	NP_012754.1
OG0004283	QNG17074.1	NP_012372.1
OG0004284	QNG17075.1	NP_012756.1
OG0004285	QNG17078.1	NP_012760.1
OG0004286	QNG17079.1	NP_010562.1
OG0004287	QNG17082.1	NP_010554.1
OG0004288	QNG17083.1	NP_010553.3
OG0004289	QNG17084.1	NP_010552.3
OG0004290	QNG17085.1	NP_010551.1
OG0004291	QNG17087.1	NP_010548.3
OG0004292	QNG17088.1	NP_010547.1
OG0004293	QNG17089.1	NP_010546.1
OG0004294	QNG17091.1	NP_010544.3
OG0004295	QNG17092.1	NP_010543.1
OG0004296	QNG17093.1	NP_010767.1
OG0004297	QNG17094.1	NP_010766.3
OG0004298	QNG17095.1	NP_010765.3
OG0004299	QNG17096.1	NP_010764.1
OG0004300	QNG17098.1	NP_010761.3
OG0004301	QNG17099.1	NP_012629.1
OG0004302	QNG17100.1	NP_012627.1
OG0004303	QNG17101.1	NP_012626.1
OG0004304	QNG17102.1	NP_012625.5
OG0004305	QNG17104.1	NP_012623.1
OG0004306	QNG17105.1	NP_012621.1
OG0004307	QNG17106.1	NP_012619.1
OG0004308	QNG17107.1	NP_012618.3
OG0004309	QNG17108.1	NP_012617.1
OG0004310	QNG17109.1	NP_012616.1
OG0004311	QNG17110.1	NP_012615.3
OG0004312	QNG17111.1	NP_012614.1
OG0004313	QNG17112.1	NP_009443.1
OG0004314	QNG17113.1	NP_009445.2
OG0004315	QNG17114.1	NP_009446.2
OG0004316	QNG17115.1	NP_009447.1
OG0004317	QNG17116.1	NP_009448.1
OG0004318	QNG17118.1	NP_013882.1
OG0004319	QNG17119.1	NP_013883.1
OG0004320	QNG17120.1	NP_009459.1
OG0004321	QNG17121.1	NP_009457.1
OG0004322	QNG17122.1	NP_009455.3
OG0004323	QNG17123.1	NP_009453.2
OG0004324	QNG17124.1	NP_013879.1
OG0004325	QNG17125.1	NP_013878.1
OG0004326	QNG17126.1	NP_013877.1
OG0004327	QNG17127.1	NP_013876.1
OG0004328	QNG17128.1	NP_013875.1
OG0004329	QNG17130.1	NP_013872.1
OG0004330	QNG17131.1	NP_013391.1
OG0004331	QNG17132.1	NP_013389.1
OG0004332	QNG17133.1	NP_013388.1
OG0004333	QNG17134.1	NP_013387.1
OG0004334	QNG17135.1	NP_013514.1
OG0004335	QNG17136.1	NP_013513.3
OG0004336	QNG17137.1	NP_013512.1
OG0004337	QNG17138.1	NP_013511.4
OG0004338	QNG17139.1	NP_013509.1
OG0004339	QNG17140.1	NP_013508.3
OG0004340	QNG17141.1	NP_013507.1
OG0004341	QNG17142.1	NP_013505.4
OG0004342	QNG17144.1	NP_009696.2
OG0004343	QNG17145.1	NP_010732.1
OG0004344	QNG17148.1	NP_012833.1
OG0004345	QNG17149.1	NP_012834.1
OG0004346	QNG17151.1	NP_012915.3
OG0004347	QNG17152.1	NP_012916.1
OG0004348	QNG17154.1	NP_012919.3
OG0004349	QNG17157.1	NP_012921.3
OG0004350	QNG17159.1	NP_012923.3
OG0004351	QNG17160.1	NP_010288.1
OG0004352	QNG17161.1	NP_010287.1
OG0004353	QNG17165.1	NP_010283.3
OG0004354	QNG17166.1	NP_010282.3
OG0004355	QNG17167.1	NP_009551.2
OG0004356	QNG17168.1	NP_014415.1
OG0004357	QNG17170.1	NP_014417.3
OG0004358	QNG17171.1	NP_014418.3
OG0004359	QNG17172.1	NP_014419.1
OG0004360	QNG17173.1	NP_014420.1
OG0004361	QNG17174.1	NP_014421.3
OG0004362	QNG17176.1	NP_014424.1
OG0004363	QNG17177.1	NP_014426.3
OG0004364	QNG17178.1	NP_014427.1
OG0004365	QNG17180.1	NP_014429.3
OG0004366	QNG17181.1	NP_014430.1
OG0004367	QNG17182.1	NP_014431.1
OG0004368	QNG17183.1	NP_014432.3
OG0004369	QNG17185.1	NP_061494.3
OG0004370	QNG17189.1	NP_010371.1
OG0004371	QNG17190.1	NP_010372.3
OG0004372	QNG17191.1	NP_010345.3
OG0004373	QNG17192.1	NP_013949.1
OG0004374	QNG17193.1	NP_013950.1
OG0004375	QNG17194.1	NP_013951.1
OG0004376	QNG17195.1	NP_013952.1
OG0004377	QNG17196.1	NP_013953.1
OG0004378	QNG17197.1	NP_013954.1
OG0004379	QNG17198.1	NP_013955.1
OG0004380	QNG17199.1	NP_014934.1
OG0004381	QNG17200.1	NP_014935.3
OG0004382	QNG17201.1	NP_012357.2
OG0004383	QNG17202.1	NP_012359.1
OG0004384	QNG17204.1	NP_013198.1
OG0004385	QNG17205.1	NP_013199.1
OG0004386	QNG17206.1	NP_013200.1
OG0004387	QNG17208.1	NP_010412.1
OG0004388	QNG17209.1	NP_013201.1
OG0004389	QNG17210.1	NP_013203.1
OG0004390	QNG17211.1	NP_013204.1
OG0004391	QNG17212.1	NP_013205.1
OG0004392	QNG17213.1	NP_013206.1
OG0004393	QNG17214.1	NP_013207.1
OG0004394	QNG17215.1	NP_013208.1
OG0004395	QNG17218.1	NP_013210.1
OG0004396	QNG17220.1	NP_013214.1
OG0004397	QNG17221.1	NP_013215.1
OG0004398	QNG17222.1	NP_009371.1
OG0004399	QNG17223.1	NP_009370.1
OG0004400	QNG17224.1	NP_009369.1
OG0004401	QNG17226.1	NP_009973.1
OG0004402	QNG17228.1	NP_009367.1
OG0004403	QNG17229.1	NP_009358.1
OG0004404	QNG17230.1	NP_009359.1
OG0004405	QNG17231.1	NP_009360.1
OG0004406	QNG17233.1	NP_009361.1
OG0004407	QNG17237.1	NP_009364.1
OG0004408	QNG17238.1	NP_009365.1
OG0004409	QNG17239.1	NP_009356.1
OG0004410	QNG17240.1	NP_009355.3
OG0004411	QNG17241.1	NP_075206.1
OG0004412	QNG17242.1	NP_009353.1
OG0004413	QNG17243.1	NP_009352.2
OG0004414	QNG17244.1	NP_009351.1
OG0004415	QNG17249.1	NP_010978.3
OG0004416	QNG17252.1	NP_012209.1
OG0004417	QNG17253.1	NP_010986.1, NP_012208.1
OG0004418	QNG17255.1	NP_012203.1
OG0004419	QNG17256.1	NP_012202.1
OG0004420	QNG17257.1	NP_012201.1
OG0004421	QNG17258.1	NP_012200.1
OG0004422	QNG17259.1	NP_012199.3
OG0004423	QNG17260.1	NP_012197.1
OG0004424	QNG17261.1	NP_010995.1
OG0004425	QNG17262.1	NP_012194.1
OG0004426	QNG17263.1	NP_085069.3
OG0004427	QNG17264.1	NP_012193.3
OG0004428	QNG17266.1	NP_012192.2
OG0004429	QNG17268.1	NP_012190.1
OG0004430	QNG17269.1	NP_012706.1
OG0004431	QNG17270.1	NP_012189.2
OG0004432	QNG17273.1	NP_012188.3
OG0004433	QNG17274.1	NP_116578.3
OG0004434	QNG17275.1	NP_012868.1
OG0004435	QNG17276.1	NP_012869.1
OG0004436	QNG17277.1	NP_012870.1
OG0004437	QNG17278.1	NP_012872.2
OG0004438	QNG17281.1	NP_012875.2
OG0004439	QNG17282.1	NP_012876.1
OG0004440	QNG17284.1	NP_012860.1
OG0004441	QNG17285.1	NP_012859.1
OG0004442	QNG17288.1	NP_012856.1
OG0004443	QNG17289.1	NP_012051.3
OG0004444	QNG17291.1	NP_012054.1
OG0004445	QNG17292.1	NP_012055.3
OG0004446	QNG17293.1	NP_012056.1
OG0004447	QNG17294.1	NP_012057.3
OG0004448	QNG17295.1	NP_012058.1
OG0004449	QNG17296.1	NP_014015.1
OG0004450	QNG17297.1	NP_014016.1
OG0004451	QNG17298.1	NP_014017.1
OG0004452	QNG17299.1	NP_014019.1
OG0004453	QNG17300.1	NP_014020.1
OG0004454	QNG17301.1	NP_014021.1
OG0004455	QNG17302.1	NP_014022.1
OG0004456	QNG17303.1	NP_014024.1
OG0004457	QNG17304.1	NP_014026.1
OG0004458	QNG17305.1	NP_014027.1
OG0004459	QNG17306.1	NP_014028.2
OG0004460	QNG17307.1	NP_014029.1
OG0004461	QNG17308.1	NP_014030.1
OG0004462	QNG17309.1	NP_014031.1
OG0004463	QNG17310.1	NP_014033.1
OG0004464	QNG17314.1	NP_014039.1
OG0004465	QNG17315.1	NP_014040.1
OG0004466	QNG17316.1	NP_014041.1
OG0004467	QNG17317.1	NP_014042.1
OG0004468	QNG17318.1	NP_014043.1
OG0004469	QNG17319.1	NP_014044.1
OG0004470	QNG17320.1	NP_014045.1
OG0004471	QNG17321.1	NP_014046.1
OG0004559	QNG12842.1	NP_001032578.1
OG0004589	QNG13184.1	NP_878131.1
OG0004672	QNG14099.1	NP_878179.1
OG0004691	QNG14301.1	NP_958835.1
OG0004700	QNG14388.1	NP_690846.1
OG0004749	QNG15093.1	NP_076894.3
OG0004791	QNG15626.1	NP_690847.1
OG0004799	QNG15712.1	NP_013971.1
OG0004812	QNG15860.1	NP_878145.1
OG0004846	QNG16268.1	NP_009949.1
OG0004875	QNG16559.1	NP_014686.1
OG0004920	QNG17207.1	NP_076901.1
