Orthogroup	BG2_protein	CBS138_protein
OG0004199	QNG16967.1	XP_449605.1
OG0004200	QNG16968.1	XP_449606.1
OG0004201	QNG16969.1	XP_449607.1
OG0004202	QNG16970.1	XP_449608.1
OG0004203	QNG16971.1	XP_449609.1
OG0004204	QNG16972.1	XP_449610.1
OG0004205	QNG16974.1	XP_449612.1
OG0004206	QNG16975.1	XP_449613.1
OG0004207	QNG16977.1	XP_449615.1
OG0004208	QNG16978.1	XP_449616.1
OG0004209	QNG16979.1	XP_449617.1
OG0004210	QNG16981.1	XP_449619.1
OG0004211	QNG16982.1	XP_449620.1
OG0004212	QNG16986.1	XP_449624.1
OG0004213	QNG16987.1	XP_449625.1
OG0004214	QNG16988.1	XP_449626.1
OG0004215	QNG16989.1	XP_449627.1
OG0004216	QNG16990.1	XP_449628.1
OG0004217	QNG16991.1	XP_449629.1
OG0004218	QNG16994.1	XP_449632.1
OG0004219	QNG16995.1	XP_449633.1
OG0004220	QNG16996.1	XP_449634.1
OG0004221	QNG16997.1	XP_449635.1
OG0004222	QNG16998.1	XP_449636.1
OG0004223	QNG17001.1	XP_449639.1
OG0004224	QNG17002.1	XP_449640.1
OG0004225	QNG17003.1	XP_449641.1
OG0004226	QNG17004.1	XP_449642.1
OG0004227	QNG17005.1	XP_449643.1
OG0004228	QNG17006.1	XP_449644.1
OG0004229	QNG17007.1	XP_449645.1
OG0004230	QNG17008.1	XP_449646.1
OG0004231	QNG17009.1	XP_449647.1
OG0004232	QNG17010.1	XP_449648.1
OG0004233	QNG17011.1	XP_449649.1
OG0004234	QNG17013.1	XP_449651.1
OG0004235	QNG17014.1	XP_002999602.1
OG0004236	QNG17015.1	XP_449652.1
OG0004237	QNG17016.1	XP_449653.1
OG0004238	QNG17017.1	XP_449654.1
OG0004239	QNG17018.1	XP_449655.1
OG0004240	QNG17019.1	XP_449656.1
OG0004241	QNG17020.1	XP_449657.1
OG0004242	QNG17021.1	XP_449658.1
OG0004243	QNG17022.1	XP_449659.1
OG0004244	QNG17023.1	XP_449660.1
OG0004245	QNG17024.1	XP_449661.1
OG0004246	QNG17025.1	XP_449662.1
OG0004247	QNG17026.1	XP_449663.1
OG0004248	QNG17027.1	XP_449664.1
OG0004249	QNG17031.1	XP_449668.1
OG0004250	QNG17033.1	XP_449670.1
OG0004251	QNG17034.1	XP_449671.1
OG0004252	QNG17035.1	XP_449672.1
OG0004253	QNG17036.1	XP_449673.1
OG0004254	QNG17037.1	XP_449674.1
OG0004255	QNG17038.1	XP_449675.1
OG0004256	QNG17039.1	XP_449676.1
OG0004257	QNG17040.1	XP_449677.1
OG0004258	QNG17041.1	XP_449678.1
OG0004259	QNG17042.1	XP_449679.1
OG0004260	QNG17044.1	XP_449681.1
OG0004261	QNG17045.1	XP_449682.1
OG0004262	QNG17046.1	XP_449683.2
OG0004263	QNG17047.1	XP_449684.1
OG0004264	QNG17048.1	XP_449686.1, XP_449685.1
OG0004265	QNG17049.1	XP_449687.1
OG0004266	QNG17050.1	XP_449688.1
OG0004267	QNG17051.1	XP_449689.1
OG0004268	QNG17052.1	XP_449690.1
OG0004269	QNG17054.1	XP_449692.1
OG0004270	QNG17055.1	XP_449693.1
OG0004271	QNG17056.1	XP_449694.1
OG0004272	QNG17057.1	XP_449695.1
OG0004273	QNG17062.1	XP_449700.1
OG0004274	QNG17063.1	XP_449701.1
OG0004275	QNG17064.1	XP_449702.1
OG0004276	QNG17065.1	XP_449703.1
OG0004277	QNG17066.1	XP_449704.1
OG0004278	QNG17067.1	XP_449705.1
OG0004279	QNG17068.1	XP_449706.1
OG0004280	QNG17069.1	XP_449707.1
OG0004281	QNG17070.1	XP_449708.1
OG0004282	QNG17072.1	XP_449710.1
OG0004283	QNG17074.1	XP_449712.1
OG0004284	QNG17075.1	XP_449713.1
OG0004285	QNG17078.1	XP_449716.1
OG0004286	QNG17079.1	XP_002999603.1
OG0004287	QNG17082.1	XP_449720.1
OG0004288	QNG17083.1	XP_449721.1
OG0004289	QNG17084.1	XP_449722.1
OG0004290	QNG17085.1	XP_449723.1
OG0004291	QNG17087.1	XP_449725.1
OG0004292	QNG17088.1	XP_449726.1
OG0004293	QNG17089.1	XP_449727.1
OG0004294	QNG17091.1	XP_449729.1
OG0004295	QNG17092.1	XP_449730.1
OG0004296	QNG17093.1	XP_449731.1
OG0004297	QNG17094.1	XP_449732.1
OG0004298	QNG17095.1	XP_449733.1
OG0004299	QNG17096.1	XP_449734.1
OG0004300	QNG17098.1	XP_449736.1
OG0004301	QNG17099.1	XP_449737.1
OG0004302	QNG17100.1	XP_449738.1
OG0004303	QNG17101.1	XP_449739.1
OG0004304	QNG17102.1	XP_449740.1
OG0004305	QNG17104.1	XP_449742.1
OG0004306	QNG17105.1	XP_449743.1
OG0004307	QNG17106.1	XP_449744.1
OG0004308	QNG17107.1	XP_449745.1
OG0004309	QNG17108.1	XP_449746.1
OG0004310	QNG17109.1	XP_449747.1
OG0004311	QNG17110.1	XP_449748.1
OG0004312	QNG17111.1	XP_449749.1
OG0004313	QNG17112.1	XP_449750.1
OG0004314	QNG17113.1	XP_449751.1
OG0004315	QNG17114.1	XP_449752.1
OG0004316	QNG17115.1	XP_449753.1
OG0004317	QNG17116.1	XP_449754.1
OG0004318	QNG17118.1	XP_449756.1
OG0004319	QNG17119.1	XP_449757.1
OG0004320	QNG17120.1	XP_449758.1
OG0004321	QNG17121.1	XP_449759.1
OG0004322	QNG17122.1	XP_449760.1
OG0004323	QNG17123.1	XP_449761.1
OG0004324	QNG17124.1	XP_449762.1
OG0004325	QNG17125.1	XP_449763.1
OG0004326	QNG17126.1	XP_449764.1
OG0004327	QNG17127.1	XP_449765.1
OG0004328	QNG17128.1	XP_449766.1
OG0004329	QNG17130.1	XP_449768.1
OG0004330	QNG17131.1	XP_449769.1
OG0004331	QNG17132.1	XP_449770.1
OG0004332	QNG17133.1	XP_449771.1
OG0004333	QNG17134.1	XP_449772.1
OG0004334	QNG17135.1	XP_449773.1
OG0004335	QNG17136.1	XP_449774.1
OG0004336	QNG17137.1	XP_449775.1
OG0004337	QNG17138.1	XP_449776.1
OG0004338	QNG17139.1	XP_449777.1
OG0004339	QNG17140.1	XP_449778.1
OG0004340	QNG17141.1	XP_449779.1
OG0004341	QNG17142.1	XP_449780.1
OG0004342	QNG17144.1	XP_449782.1
OG0004343	QNG17145.1	XP_449783.1
OG0004344	QNG17148.1	XP_449786.1
OG0004345	QNG17149.1	XP_449787.1
OG0004346	QNG17151.1	XP_449789.1
OG0004347	QNG17152.1	XP_449790.1
OG0004348	QNG17154.1	XP_002999604.1
OG0004349	QNG17157.1	XP_449794.1
OG0004350	QNG17159.1	XP_449796.1
OG0004351	QNG17160.1	XP_449797.1
OG0004352	QNG17161.1	XP_449798.1
OG0004353	QNG17165.1	XP_449802.1
OG0004354	QNG17166.1	XP_449803.1
OG0004355	QNG17167.1	XP_449804.1
OG0004356	QNG17168.1	XP_449805.1
OG0004357	QNG17170.1	XP_449807.1
OG0004358	QNG17171.1	XP_449808.1
OG0004359	QNG17172.1	XP_449809.1
OG0004360	QNG17173.1	XP_449810.1
OG0004361	QNG17174.1	XP_449811.1
OG0004362	QNG17176.1	XP_449813.1
OG0004363	QNG17177.1	XP_449814.1
OG0004364	QNG17178.1	XP_449815.1
OG0004365	QNG17180.1	XP_449816.1
OG0004366	QNG17181.1	XP_449817.1
OG0004367	QNG17182.1	XP_449818.1
OG0004368	QNG17183.1	XP_449819.1
OG0004369	QNG17185.1	XP_002999606.1
OG0004370	QNG17189.1	XP_002999607.1
OG0004371	QNG17190.1	XP_449824.1
OG0004372	QNG17191.1	XP_449825.1
OG0004373	QNG17192.1	XP_449826.1
OG0004374	QNG17193.1	XP_449827.1
OG0004375	QNG17194.1	XP_449828.1
OG0004376	QNG17195.1	XP_002999608.1
OG0004377	QNG17196.1	XP_449829.1
OG0004378	QNG17197.1	XP_449830.1
OG0004379	QNG17198.1	XP_449831.1
OG0004380	QNG17199.1	XP_449832.1
OG0004381	QNG17200.1	XP_449833.1
OG0004382	QNG17201.1	XP_449834.1
OG0004383	QNG17202.1	XP_449835.1
OG0004384	QNG17204.1	XP_449837.1
OG0004385	QNG17205.1	XP_449838.1
OG0004386	QNG17206.1	XP_449839.1
OG0004387	QNG17208.1	XP_449840.1
OG0004388	QNG17209.1	XP_449841.1
OG0004389	QNG17210.1	XP_449842.1
OG0004390	QNG17211.1	XP_449843.1
OG0004391	QNG17212.1	XP_449844.1
OG0004392	QNG17213.1	XP_449845.1
OG0004393	QNG17214.1	XP_449846.1
OG0004394	QNG17215.1	XP_449847.1
OG0004395	QNG17218.1	XP_449850.1
OG0004396	QNG17220.1	XP_449852.1
OG0004397	QNG17221.1	XP_449853.1
OG0004398	QNG17222.1	XP_449854.1
OG0004399	QNG17223.1	XP_449855.1
OG0004400	QNG17224.1	XP_449856.1
OG0004401	QNG17226.1	XP_449858.1
OG0004402	QNG17228.1	XP_449860.1
OG0004403	QNG17229.1	XP_449861.1
OG0004404	QNG17230.1	XP_449862.1
OG0004405	QNG17231.1	XP_449863.1
OG0004406	QNG17233.1	XP_449864.1
OG0004407	QNG17237.1	XP_449869.1
OG0004408	QNG17238.1	XP_449870.1
OG0004409	QNG17239.1	XP_449871.1
OG0004410	QNG17240.1	XP_449872.1
OG0004411	QNG17241.1	XP_449873.1
OG0004412	QNG17242.1	XP_449874.1
OG0004413	QNG17243.1	XP_449875.1
OG0004414	QNG17244.1	XP_449876.1
OG0004415	QNG17249.1	XP_449881.1
OG0004416	QNG17252.1	XP_449885.1
OG0004418	QNG17255.1	XP_449889.1
OG0004419	QNG17256.1	XP_449890.1
OG0004420	QNG17257.1	XP_449891.1
OG0004421	QNG17258.1	XP_449892.1
OG0004422	QNG17259.1	XP_449893.1
OG0004423	QNG17260.1	XP_449894.1
OG0004424	QNG17261.1	XP_449895.1
OG0004425	QNG17262.1	XP_449896.1
OG0004426	QNG17263.1	XP_449897.1
OG0004427	QNG17264.1	XP_449898.1
OG0004428	QNG17266.1	XP_449900.1
OG0004429	QNG17268.1	XP_449902.1
OG0004430	QNG17269.1	XP_449903.1
OG0004431	QNG17270.1	XP_449904.1
OG0004432	QNG17273.1	XP_449907.1
OG0004433	QNG17274.1	XP_449908.1
OG0004434	QNG17275.1	XP_449909.1
OG0004435	QNG17276.1	XP_449910.1
OG0004436	QNG17277.1	XP_449911.1
OG0004437	QNG17278.1	XP_449912.1
OG0004438	QNG17281.1	XP_449915.1
OG0004439	QNG17282.1	XP_449916.1
OG0004440	QNG17284.1	XP_449918.1
OG0004441	QNG17285.1	XP_449919.1
OG0004442	QNG17288.1	XP_449921.1
OG0004443	QNG17289.1	XP_449922.1
OG0004444	QNG17291.1	XP_449924.1
OG0004445	QNG17292.1	XP_449925.1
OG0004446	QNG17293.1	XP_449926.1
OG0004447	QNG17294.1	XP_449927.1
OG0004448	QNG17295.1	XP_449928.1
OG0004449	QNG17296.1	XP_449929.1
OG0004450	QNG17297.1	XP_449930.1
OG0004451	QNG17298.1	XP_449931.1
OG0004452	QNG17299.1	XP_449932.1
OG0004453	QNG17300.1	XP_449933.1
OG0004454	QNG17301.1	XP_449934.1
OG0004455	QNG17302.1	XP_449935.1
OG0004456	QNG17303.1	XP_449936.1
OG0004457	QNG17304.1	XP_449937.1
OG0004458	QNG17305.1	XP_449938.1
OG0004459	QNG17306.1	XP_449939.1
OG0004460	QNG17307.1	XP_449940.1
OG0004461	QNG17308.1	XP_449941.1
OG0004462	QNG17309.1	XP_449942.1
OG0004463	QNG17310.1	XP_449943.1
OG0004464	QNG17314.1	XP_449947.1
OG0004465	QNG17315.1	XP_449948.1
OG0004466	QNG17316.1	XP_449949.1
OG0004467	QNG17317.1	XP_449950.1
OG0004468	QNG17318.1	XP_449951.1
OG0004469	QNG17319.1	XP_449952.1
OG0004470	QNG17320.1	XP_449953.1
OG0004471	QNG17321.1	XP_449954.1
OG0004488	QNG12109.1	XP_444779.1
OG0004489	QNG12128.1	XP_444798.1
OG0004490	QNG12130.1	XP_444800.1
OG0004491	QNG12131.1	XP_444801.1
OG0004492	QNG12134.1	XP_444802.1
OG0004493	QNG12138.1	XP_444806.1
OG0004494	QNG12144.1	XP_444812.1
OG0004495	QNG12155.1	XP_002999509.1
OG0004496	QNG12171.1	XP_444837.1
OG0004497	QNG12181.1	XP_444847.1
OG0004498	QNG12182.1	XP_444848.1
OG0004499	QNG12192.1	XP_444858.1
OG0004500	QNG12197.1	XP_444864.1
OG0004501	QNG12199.1	XP_444866.1
OG0004502	QNG12224.1	XP_444891.1
OG0004503	QNG12234.1	XP_444900.1
OG0004504	QNG12250.1	XP_444916.1
OG0004505	QNG12258.1	XP_444924.1
OG0004506	QNG12269.1	XP_444935.1
OG0004507	QNG12283.1	XP_444949.1
OG0004508	QNG12286.1	XP_444952.1
OG0004509	QNG12313.1	XP_002999514.1
OG0004510	QNG12323.1	XP_444989.1
OG0004511	QNG12330.1	XP_444997.1
OG0004512	QNG12336.1	XP_445002.1
OG0004513	QNG12359.1	XP_445026.1
OG0004514	QNG12373.1	XP_445039.1
OG0004515	QNG12398.1	XP_445063.1
OG0004516	QNG12409.1	XP_445074.1
OG0004517	QNG12420.1	XP_445085.1
OG0004518	QNG12421.1	XP_445086.1
OG0004519	QNG12426.1	XP_002999517.1
OG0004520	QNG12443.1	XP_445109.1
OG0004521	QNG12445.1	XP_445111.1
OG0004522	QNG12466.1	XP_445131.1
OG0004523	QNG12474.1	XP_445138.1
OG0004524	QNG12475.1	XP_445139.1
OG0004525	QNG12490.1	XP_445153.1
OG0004526	QNG12491.1	XP_445154.1
OG0004527	QNG12501.1	XP_445164.1
OG0004528	QNG12510.1	XP_445173.1
OG0004529	QNG12520.1	XP_445183.1
OG0004530	QNG12545.1	XP_445207.1
OG0004531	QNG12556.1	XP_445216.1
OG0004532	QNG12565.1	XP_445230.1
OG0004533	QNG12582.1	XP_445245.1
OG0004534	QNG12592.1	XP_445255.2
OG0004535	QNG12602.1	XP_445265.1
OG0004536	QNG12614.1	XP_445277.1
OG0004537	QNG12616.1	XP_445279.1
OG0004538	QNG12644.1	XP_445307.1
OG0004539	QNG12657.1	XP_445320.2
OG0004540	QNG12669.1	XP_445332.1
OG0004541	QNG12676.1	XP_445339.1
OG0004542	QNG12681.1	XP_445345.1
OG0004543	QNG12684.1	XP_445351.1
OG0004544	QNG12691.1	XP_445359.1
OG0004545	QNG12698.1	XP_445366.1
OG0004546	QNG12715.1	XP_445383.1
OG0004547	QNG12720.1	XP_002999525.1
OG0004548	QNG12745.1	XP_445412.2
OG0004549	QNG12769.1	XP_448798.1
OG0004550	QNG12772.1	XP_445426.1
OG0004551	QNG12775.1	XP_445430.1
OG0004552	QNG12788.1	XP_445443.1
OG0004553	QNG12790.1	XP_445445.1
OG0004554	QNG12801.1	XP_445455.1
OG0004555	QNG12812.1	XP_445467.1
OG0004556	QNG12814.1	XP_445469.1
OG0004557	QNG12815.1	XP_002999527.1
OG0004558	QNG12825.1	XP_445479.1
OG0004560	QNG12855.1	XP_445507.1
OG0004561	QNG12860.1	XP_445511.1
OG0004562	QNG12922.1	XP_445573.1
OG0004563	QNG12932.1	XP_445583.1
OG0004564	QNG12933.1	XP_445584.1
OG0004565	QNG12958.1	XP_445608.1
OG0004566	QNG12973.1	XP_445622.1
OG0004567	QNG12984.1	XP_445633.1
OG0004568	QNG13006.1	XP_445655.1
OG0004569	QNG13029.1	XP_445677.1
OG0004570	QNG13034.1	XP_445682.1
OG0004571	QNG13040.1	XP_445688.1
OG0004572	QNG13041.1	XP_445689.1
OG0004573	QNG13048.1	XP_445697.1
OG0004574	QNG13054.1	XP_445703.1
OG0004575	QNG13096.1	XP_445745.2
OG0004576	QNG13100.1	XP_445750.2
OG0004577	QNG13114.1	XP_445764.1
OG0004578	QNG13115.1	XP_445765.1
OG0004579	QNG13116.1	XP_445766.1
OG0004580	QNG13117.1	XP_445767.1
OG0004581	QNG13118.1	XP_445768.1
OG0004582	QNG13119.1	XP_445769.1
OG0004583	QNG13120.1	XP_445770.1
OG0004584	QNG13121.1	XP_445771.1
OG0004585	QNG13133.1	XP_445783.1
OG0004586	QNG13136.1	XP_445786.1
OG0004587	QNG13138.1	XP_445788.1
OG0004588	QNG13172.1	XP_445821.1
OG0004590	QNG13185.1	XP_445836.1
OG0004591	QNG13188.1	XP_445839.1
OG0004592	QNG13190.1	XP_445841.1
OG0004593	QNG13194.1	XP_445845.1
OG0004594	QNG13218.1	XP_445871.1
OG0004595	QNG13222.1	XP_445875.1
OG0004596	QNG13229.1	XP_445882.1
OG0004597	QNG13233.1	XP_002999537.1
OG0004598	QNG13234.1	XP_445886.1
OG0004599	QNG13263.1	XP_445917.1
OG0004600	QNG13294.1	XP_445949.1
OG0004601	QNG13299.1	XP_445954.1
OG0004602	QNG13300.1	XP_445955.1
OG0004603	QNG13308.1	XP_445963.1
OG0004604	QNG13313.1	XP_445968.1
OG0004605	QNG13328.1	XP_445983.1
OG0004606	QNG13334.1	XP_445989.1
OG0004607	QNG13346.1	XP_446001.1
OG0004608	QNG13347.1	XP_446002.1
OG0004609	QNG13350.1	XP_446005.1
OG0004610	QNG13353.1	XP_446009.1
OG0004611	QNG13368.1	XP_446025.1
OG0004612	QNG13377.1	XP_446035.1
OG0004613	QNG13378.1	XP_446036.1
OG0004614	QNG13393.1	XP_446051.1
OG0004615	QNG13396.1	XP_446054.1
OG0004616	QNG13404.1	XP_446062.1
OG0004617	QNG13412.1	XP_446070.1
OG0004618	QNG13433.1	XP_446091.1
OG0004619	QNG13469.1	XP_446128.1
OG0004620	QNG13484.1	XP_446143.1
OG0004621	QNG13515.1	XP_446178.1
OG0004622	QNG13532.1	XP_446195.1
OG0004623	QNG13598.1	XP_446259.1
OG0004624	QNG13608.1	XP_446269.1
OG0004625	QNG13611.1	XP_446272.1
OG0004626	QNG13630.1	XP_446292.1
OG0004627	QNG13650.1	XP_446312.1
OG0004628	QNG13658.1	XP_446320.1
OG0004629	QNG13702.1	XP_446365.1
OG0004630	QNG13720.1	XP_446382.1
OG0004631	QNG13723.1	XP_446385.1
OG0004632	QNG13736.1	XP_446398.1
OG0004633	QNG13748.1	XP_446410.1
OG0004634	QNG13751.1	XP_446413.1
OG0004635	QNG13760.1	XP_446422.1
OG0004636	QNG13761.1	XP_446423.1
OG0004637	QNG13767.1	XP_446429.1
OG0004638	QNG13789.1	XP_446451.1
OG0004639	QNG13792.1	XP_446454.1
OG0004640	QNG13793.1	XP_446455.1
OG0004641	QNG13809.1	XP_446472.1
OG0004642	QNG13826.1	XP_446488.1
OG0004643	QNG13840.1	XP_446502.1
OG0004644	QNG13850.1	XP_446512.1
OG0004645	QNG13862.1	XP_446524.1
OG0004646	QNG13865.1	XP_446527.1
OG0004647	QNG13873.1	XP_446536.1
OG0004648	QNG13884.1	XP_446547.1
OG0004649	QNG13904.1	XP_446568.1
OG0004650	QNG13906.1	XP_446570.1
OG0004651	QNG13911.1	XP_446575.1
OG0004652	QNG13921.1	XP_446585.1
OG0004653	QNG13935.1	XP_446598.1
OG0004654	QNG13937.1	XP_446600.1
OG0004655	QNG13938.1	XP_446601.1
OG0004656	QNG13939.1	XP_446602.1
OG0004657	QNG13947.1	XP_446610.1
OG0004658	QNG13949.1	XP_446612.1
OG0004659	QNG13952.1	XP_446615.1
OG0004660	QNG13959.1	XP_446622.1
OG0004661	QNG13962.1	XP_446625.1
OG0004662	QNG13986.1	XP_446652.1
OG0004663	QNG13999.1	XP_446665.1
OG0004664	QNG14023.1	XP_446690.1
OG0004665	QNG14027.1	XP_446694.1
OG0004666	QNG14049.1	XP_446715.1
OG0004667	QNG14067.1	XP_446733.1
OG0004668	QNG14081.1	XP_446748.1
OG0004669	QNG14089.1	XP_446756.1
OG0004670	QNG14090.1	XP_446757.1
OG0004671	QNG14097.1	XP_446763.1
OG0004673	QNG14112.1	XP_446777.1
OG0004674	QNG14113.1	XP_446778.1
OG0004675	QNG14114.1	XP_446779.1
OG0004676	QNG14138.1	XP_446803.1
OG0004677	QNG14144.1	XP_446810.1
OG0004678	QNG14147.1	XP_446813.1
OG0004679	QNG14150.1	XP_446816.1
OG0004680	QNG14163.1	XP_446829.1
OG0004681	QNG14209.1	XP_446874.1
OG0004682	QNG14210.1	XP_446875.1
OG0004683	QNG14223.1	XP_446888.1
OG0004684	QNG14229.1	XP_446894.1
OG0004685	QNG14240.1	XP_446904.1
OG0004686	QNG14243.1	XP_446907.1
OG0004687	QNG14258.1	XP_446922.1
OG0004688	QNG14273.1	XP_446937.1
OG0004689	QNG14278.1	XP_446942.1
OG0004690	QNG14297.1	XP_446962.1
OG0004692	QNG14303.1	XP_446967.1
OG0004693	QNG14305.1	XP_446969.1
OG0004694	QNG14306.1	XP_446970.1
OG0004695	QNG14307.1	XP_446971.1
OG0004696	QNG14311.1	XP_446975.1
OG0004697	QNG14312.1	XP_446976.1
OG0004698	QNG14332.1	XP_446992.1
OG0004699	QNG14365.1	XP_447024.1
OG0004701	QNG14437.1	XP_447093.1
OG0004702	QNG14461.1	XP_447116.1
OG0004703	QNG14522.1	XP_447177.1
OG0004704	QNG14524.1	XP_447179.1
OG0004705	QNG14525.1	XP_447180.1
OG0004706	QNG14535.1	XP_447190.1
OG0004707	QNG14537.1	XP_447192.1
OG0004708	QNG14552.1	XP_447207.1
OG0004709	QNG14556.1	XP_447211.1
OG0004710	QNG14576.1	XP_447231.1
OG0004711	QNG14577.1	XP_447232.1
OG0004712	QNG14578.1	XP_447233.1
OG0004713	QNG14593.1	XP_447247.1
OG0004714	QNG14613.1	XP_445425.1
OG0004715	QNG14622.1	XP_448809.1
OG0004716	QNG14631.1	XP_448818.1
OG0004717	QNG14632.1	XP_448819.1
OG0004718	QNG14663.1	XP_447505.1
OG0004719	QNG14666.1	XP_002999559.1
OG0004720	QNG14725.1	XP_447565.1
OG0004721	QNG14744.1	XP_447584.1
OG0004722	QNG14752.1	XP_447592.1
OG0004723	QNG14760.1	XP_447599.1
OG0004724	QNG14764.1	XP_447603.1
OG0004725	QNG14776.1	XP_447615.1
OG0004726	QNG14784.1	XP_447623.1
OG0004727	QNG14791.1	XP_447630.1
OG0004728	QNG14807.1	XP_447646.1
OG0004729	QNG14827.1	XP_447666.1
OG0004730	QNG14836.1	XP_447675.1
OG0004731	QNG14868.1	XP_447708.1
OG0004732	QNG14884.1	XP_447722.1
OG0004733	QNG14938.1	XP_447775.1
OG0004734	QNG14956.1	XP_447793.1
OG0004735	QNG14957.1	XP_447794.1
OG0004736	QNG14977.1	XP_447814.1
OG0004737	QNG14978.1	XP_447815.1
OG0004738	QNG14979.1	XP_447816.1
OG0004739	QNG14980.1	XP_447818.1
OG0004740	QNG14981.1	XP_447819.1
OG0004741	QNG14984.1	XP_447822.1
OG0004742	QNG14997.1	XP_447835.1
OG0004743	QNG15014.1	XP_447852.1
OG0004744	QNG15021.1	XP_447859.1
OG0004745	QNG15039.1	XP_447878.1
OG0004746	QNG15070.1	XP_447909.1
OG0004747	QNG15079.1	XP_447918.1
OG0004748	QNG15083.1	XP_447922.1
OG0004750	QNG15100.1	XP_447939.1
OG0004751	QNG15102.1	XP_447941.1
OG0004752	QNG15118.1	XP_447957.1
OG0004753	QNG15119.1	XP_447958.1
OG0004754	QNG15120.1	XP_447959.1
OG0004755	QNG15121.1	XP_447960.1
OG0004756	QNG15123.1	XP_447962.1
OG0004757	QNG15132.1	XP_002999572.1
OG0004758	QNG15144.1	XP_447982.1
OG0004759	QNG15151.1	XP_447988.1
OG0004760	QNG15157.1	XP_447994.1
OG0004761	QNG15164.1	XP_448001.1
OG0004762	QNG15180.1	XP_448017.1
OG0004763	QNG15186.1	XP_448023.1
OG0004764	QNG15189.1	XP_448026.1
OG0004765	QNG15264.1	XP_448102.1
OG0004766	QNG15274.1	XP_448112.1
OG0004767	QNG15287.1	XP_448125.1
OG0004768	QNG15329.1	XP_448168.1
OG0004769	QNG15331.1	XP_448170.1
OG0004770	QNG15338.1	XP_448177.1
OG0004771	QNG15355.1	XP_448194.1
OG0004772	QNG15368.1	XP_448207.1
OG0004773	QNG15370.1	XP_448209.1
OG0004774	QNG15372.1	XP_448211.1
OG0004775	QNG15378.1	XP_448217.1
OG0004776	QNG15379.1	XP_448218.1
OG0004777	QNG15404.1	XP_448239.1
OG0004778	QNG15406.1	XP_448241.1
OG0004779	QNG15414.1	XP_448249.1
OG0004780	QNG15473.1	XP_448308.1
OG0004781	QNG15478.1	XP_448313.1
OG0004782	QNG15500.1	XP_448335.1
OG0004783	QNG15529.1	XP_448363.1
OG0004784	QNG15532.1	XP_448366.1
OG0004785	QNG15574.1	XP_448407.1
OG0004786	QNG15576.1	XP_448409.1
OG0004787	QNG15586.1	XP_448419.1
OG0004788	QNG15596.1	XP_448430.1
OG0004789	QNG15598.1	XP_448431.1
OG0004790	QNG15619.1	XP_448453.1
OG0004792	QNG15632.1	XP_448465.1
OG0004793	QNG15640.1	XP_448473.1
OG0004794	QNG15656.1	XP_448487.1
OG0004795	QNG15666.1	XP_448498.1
OG0004796	QNG15705.1	XP_448535.1
OG0004797	QNG15706.1	XP_448536.1
OG0004798	QNG15707.1	XP_448537.1
OG0004800	QNG15723.1	XP_448553.1
OG0004801	QNG15725.1	XP_448555.1
OG0004802	QNG15759.1	XP_448589.1
OG0004803	QNG15788.1	XP_448618.1
OG0004804	QNG15796.1	XP_448626.1
OG0004805	QNG15797.1	XP_448627.1
OG0004806	QNG15798.1	XP_448628.1
OG0004807	QNG15815.1	XP_448645.1
OG0004808	QNG15832.1	XP_448661.1
OG0004809	QNG15844.1	XP_448673.1
OG0004810	QNG15849.1	XP_448678.1
OG0004811	QNG15853.1	XP_448682.1
OG0004813	QNG15894.1	XP_448722.1
OG0004814	QNG15906.1	XP_448734.1
OG0004815	QNG15912.1	XP_448740.1
OG0004816	QNG15922.1	XP_448750.1
OG0004817	QNG15949.1	XP_448778.1
OG0004818	QNG15952.1	XP_448781.1
OG0004819	QNG15953.1	XP_448782.1
OG0004820	QNG15957.1	XP_447263.1
OG0004821	QNG15958.1	XP_447264.1
OG0004822	QNG15963.1	XP_447269.1
OG0004823	QNG15964.1	XP_447270.1
OG0004824	QNG15971.1	XP_447277.1
OG0004825	QNG15979.1	XP_447285.1
OG0004826	QNG16022.1	XP_447328.1
OG0004827	QNG16028.1	XP_447334.1
OG0004828	QNG16029.1	XP_447335.1
OG0004829	QNG16035.1	XP_447341.1
OG0004830	QNG16038.1	XP_447344.1
OG0004831	QNG16043.1	XP_447349.1
OG0004832	QNG16059.1	XP_447365.1
OG0004833	QNG16074.1	XP_447382.1
OG0004834	QNG16080.1	XP_447388.1
OG0004835	QNG16090.1	XP_447398.1
OG0004836	QNG16125.1	XP_447433.1
OG0004837	QNG16132.1	XP_447439.1
OG0004838	QNG16164.1	XP_447471.1
OG0004839	QNG16185.1	XP_448836.1
OG0004840	QNG16190.1	XP_448841.1
OG0004841	QNG16227.1	XP_448876.1
OG0004842	QNG16231.1	XP_448880.1
OG0004843	QNG16239.1	XP_449148.1
OG0004844	QNG16243.1	XP_449144.1
OG0004845	QNG16261.1	XP_449128.1
OG0004847	QNG16283.1	XP_449108.1
OG0004848	QNG16284.1	XP_449107.1
OG0004849	QNG16300.1	XP_449090.1
OG0004850	QNG16301.1	XP_449089.1
OG0004851	QNG16315.1	XP_449075.1
OG0004852	QNG16319.1	XP_449071.1
OG0004853	QNG16322.1	XP_449068.1
OG0004854	QNG16323.1	XP_449067.1
OG0004855	QNG16325.1	XP_449065.1
OG0004856	QNG16344.1	XP_449046.1
OG0004857	QNG16351.1	XP_449039.1
OG0004858	QNG16355.1	XP_449035.1
OG0004859	QNG16362.1	XP_449028.1
