Orthogroup	Species	CBS138_protein	Orthologs
OG0004040	BG2_protein	XP_449398.1	QNG16757.1
OG0004041	BG2_protein	XP_449399.1	QNG16758.1
OG0004041	sacCer_protein	XP_449399.1	NP_011952.1
OG0004042	sacCer_protein	XP_449400.1	NP_010619.3
OG0004042	BG2_protein	XP_449400.1	QNG16759.1
OG0004043	BG2_protein	XP_449401.1	QNG16760.1
OG0004043	sacCer_protein	XP_449401.1	NP_010618.1
OG0004044	sacCer_protein	XP_449402.1	NP_010617.1
OG0004044	BG2_protein	XP_449402.1	QNG16761.1
OG0004045	BG2_protein	XP_449403.1	QNG16762.1
OG0004045	sacCer_protein	XP_449403.1	NP_010616.3
OG0004046	sacCer_protein	XP_449404.1	NP_010615.3
OG0004046	BG2_protein	XP_449404.1	QNG16763.1
OG0004047	BG2_protein	XP_449406.1	QNG16765.1
OG0004047	sacCer_protein	XP_449406.1	NP_010612.2
OG0004048	sacCer_protein	XP_449407.1	NP_010611.3
OG0004048	BG2_protein	XP_449407.1	QNG16766.1
OG0004049	BG2_protein	XP_449408.1	QNG16767.1
OG0004049	sacCer_protein	XP_449408.1	NP_010610.3
OG0004050	sacCer_protein	XP_449409.1	NP_010685.1
OG0004050	BG2_protein	XP_449409.1	QNG16768.1
OG0004051	sacCer_protein	XP_449410.1	NP_010683.3
OG0004051	BG2_protein	XP_449410.1	QNG16769.1
OG0004052	sacCer_protein	XP_449411.1	NP_010681.1
OG0004052	BG2_protein	XP_449411.1	QNG16770.1
OG0004053	BG2_protein	XP_449412.1	QNG16771.1
OG0004053	sacCer_protein	XP_449412.1	NP_010680.1
OG0004054	sacCer_protein	XP_449413.1	NP_010679.3
OG0004054	BG2_protein	XP_449413.1	QNG16772.1
OG0004055	BG2_protein	XP_449414.1	QNG16773.1
OG0004055	sacCer_protein	XP_449414.1	NP_010678.3
OG0004056	sacCer_protein	XP_449415.1	NP_010677.1
OG0004056	BG2_protein	XP_449415.1	QNG16774.1
OG0004057	sacCer_protein	XP_449416.1	NP_010676.1
OG0004057	BG2_protein	XP_449416.1	QNG16775.1
OG0004058	sacCer_protein	XP_449417.1	NP_010675.3
OG0004058	BG2_protein	XP_449417.1	QNG16776.1
OG0004059	BG2_protein	XP_449420.1	QNG16779.1
OG0004059	sacCer_protein	XP_449420.1	NP_009637.1
OG0004060	sacCer_protein	XP_449423.1	NP_009635.1
OG0004060	BG2_protein	XP_449423.1	QNG16782.1
OG0004061	BG2_protein	XP_449425.1	QNG16784.1
OG0004061	sacCer_protein	XP_449425.1	NP_009633.3
OG0004062	sacCer_protein	XP_449427.1	NP_009632.2
OG0004062	BG2_protein	XP_449427.1	QNG16786.1
OG0004063	BG2_protein	XP_449429.1	QNG16788.1
OG0004063	sacCer_protein	XP_449429.1	NP_009630.3
OG0004064	BG2_protein	XP_449430.1	QNG16789.1
OG0004064	sacCer_protein	XP_449430.1	NP_009629.6
OG0004065	sacCer_protein	XP_449431.1	NP_015161.1
OG0004065	BG2_protein	XP_449431.1	QNG16790.1
OG0004066	BG2_protein	XP_449432.1	QNG16791.1
OG0004066	sacCer_protein	XP_449432.1	NP_015160.1
OG0004067	sacCer_protein	XP_449433.1	NP_015159.1
OG0004067	BG2_protein	XP_449433.1	QNG16792.1
OG0004068	BG2_protein	XP_449434.1	QNG16793.1
OG0004068	sacCer_protein	XP_449434.1	NP_015158.1
OG0004069	BG2_protein	XP_449435.1	QNG16794.1
OG0004069	sacCer_protein	XP_449435.1	NP_015163.1
OG0004070	sacCer_protein	XP_449436.1	NP_015164.1
OG0004070	BG2_protein	XP_449436.1	QNG16795.1
OG0004071	BG2_protein	XP_449437.1	QNG16796.1
OG0004071	sacCer_protein	XP_449437.1	NP_015166.1
OG0004072	BG2_protein	XP_449438.1	QNG16797.1
OG0004072	sacCer_protein	XP_449438.1	NP_015167.1
OG0004073	sacCer_protein	XP_449439.1	NP_015168.1
OG0004073	BG2_protein	XP_449439.1	QNG16798.1
OG0004074	BG2_protein	XP_449440.1	QNG16799.1
OG0004074	sacCer_protein	XP_449440.1	NP_015169.1
OG0004075	BG2_protein	XP_449441.1	QNG16800.1
OG0004075	sacCer_protein	XP_449441.1	NP_015170.1
OG0004076	sacCer_protein	XP_449442.1	NP_015171.1
OG0004076	BG2_protein	XP_449442.1	QNG16801.1
OG0004077	sacCer_protein	XP_449443.1	NP_015172.1
OG0004077	BG2_protein	XP_449443.1	QNG16802.1
OG0004078	sacCer_protein	XP_449444.1	NP_015173.1
OG0004078	BG2_protein	XP_449444.1	QNG16803.1
OG0004079	BG2_protein	XP_449445.1	QNG16804.1
OG0004079	sacCer_protein	XP_449445.1	NP_015174.1
OG0004080	sacCer_protein	XP_449446.1	NP_015175.1
OG0004080	BG2_protein	XP_449446.1	QNG16805.1
OG0004081	sacCer_protein	XP_449448.1	NP_015176.1
OG0004081	BG2_protein	XP_449448.1	QNG16807.1
OG0004082	BG2_protein	XP_449449.1	QNG16808.1
OG0004082	sacCer_protein	XP_449449.1	NP_015177.2
OG0004083	sacCer_protein	XP_449450.1	NP_015178.1
OG0004083	BG2_protein	XP_449450.1	QNG16809.1
OG0004084	sacCer_protein	XP_449451.1	NP_015179.1
OG0004084	BG2_protein	XP_449451.1	QNG16810.1
OG0004085	BG2_protein	XP_449453.1	QNG16812.1
OG0004085	sacCer_protein	XP_449453.1	NP_015181.1
OG0004086	sacCer_protein	XP_449459.1	NP_015187.1
OG0004086	BG2_protein	XP_449459.1	QNG16817.1
OG0004087	BG2_protein	XP_449461.1	QNG16819.1
OG0004087	sacCer_protein	XP_449461.1	NP_015190.1
OG0004088	BG2_protein	XP_449462.1	QNG16820.1
OG0004088	sacCer_protein	XP_449462.1	NP_015192.1
OG0004089	BG2_protein	XP_449463.1	QNG16821.1
OG0004089	sacCer_protein	XP_449463.1	NP_015193.1
OG0004090	sacCer_protein	XP_449464.1	NP_015194.1
OG0004090	BG2_protein	XP_449464.1	QNG16822.1
OG0004091	BG2_protein	XP_449465.1	QNG16823.1
OG0004091	sacCer_protein	XP_449465.1	NP_015195.1
OG0004092	BG2_protein	XP_449466.1	QNG16824.1
OG0004092	sacCer_protein	XP_449466.1	NP_015196.1
OG0004093	BG2_protein	XP_449467.1	QNG16825.1
OG0004093	sacCer_protein	XP_449467.1	NP_015197.1
OG0004094	BG2_protein	XP_449468.1	QNG16826.1
OG0004094	sacCer_protein	XP_449468.1	NP_015198.1
OG0004095	BG2_protein	XP_449469.1	QNG16827.1
OG0004095	sacCer_protein	XP_449469.1	NP_015199.1
OG0004096	sacCer_protein	XP_449471.1	NP_012349.2
OG0004096	BG2_protein	XP_449471.1	QNG16829.1
OG0004097	BG2_protein	XP_449474.1	QNG16832.1
OG0004097	sacCer_protein	XP_449474.1	NP_014003.1
OG0004098	BG2_protein	XP_449475.1	QNG16833.1
OG0004098	sacCer_protein	XP_449475.1	NP_014004.1
OG0004099	sacCer_protein	XP_449476.1	NP_014005.1
OG0004099	BG2_protein	XP_449476.1	QNG16834.1
OG0004100	BG2_protein	XP_449478.1	QNG16836.1
OG0004100	sacCer_protein	XP_449478.1	NP_014007.1
OG0004101	BG2_protein	XP_449479.1	QNG16837.1
OG0004101	sacCer_protein	XP_449479.1	NP_014008.1
OG0004102	BG2_protein	XP_449480.1	QNG16838.1
OG0004102	sacCer_protein	XP_449480.1	NP_014009.1
OG0004103	BG2_protein	XP_449481.1	QNG16839.1
OG0004103	sacCer_protein	XP_449481.1	NP_012448.1
OG0004104	sacCer_protein	XP_449482.1	NP_012450.1
OG0004104	BG2_protein	XP_449482.1	QNG16840.1
OG0004105	BG2_protein	XP_449486.1	QNG16844.1
OG0004105	sacCer_protein	XP_449486.1	NP_012454.1
OG0004106	sacCer_protein	XP_449487.1	NP_012455.1
OG0004106	BG2_protein	XP_449487.1	QNG16845.1
OG0004107	BG2_protein	XP_449488.1	QNG16846.1
OG0004107	sacCer_protein	XP_449488.1	NP_010895.1
OG0004108	sacCer_protein	XP_449489.1	NP_010896.3
OG0004108	BG2_protein	XP_449489.1	QNG16847.1
OG0004109	BG2_protein	XP_449490.1	QNG16848.1
OG0004109	sacCer_protein	XP_449490.1	NP_010897.1
OG0004110	sacCer_protein	XP_449491.1	NP_010899.3
OG0004110	BG2_protein	XP_449491.1	QNG16850.1
OG0004111	sacCer_protein	XP_449492.1	NP_010901.1
OG0004111	BG2_protein	XP_449492.1	QNG16851.1
OG0004112	BG2_protein	XP_449493.1	QNG16852.1
OG0004112	sacCer_protein	XP_449493.1	NP_010903.3
OG0004113	BG2_protein	XP_449494.1	QNG16854.1
OG0004113	sacCer_protein	XP_449494.1	NP_010905.1
OG0004114	sacCer_protein	XP_449495.1	NP_010904.2
OG0004114	BG2_protein	XP_449495.1	QNG16855.1
OG0004115	BG2_protein	XP_449498.1	QNG16858.1
OG0004115	sacCer_protein	XP_449498.1	NP_014400.1
OG0004116	sacCer_protein	XP_449499.1	NP_014112.1
OG0004116	BG2_protein	XP_449499.1	QNG16859.1
OG0004117	sacCer_protein	XP_449500.1	NP_014111.1
OG0004117	BG2_protein	XP_449500.1	QNG16860.1
OG0004118	sacCer_protein	XP_449501.1	NP_014109.1
OG0004118	BG2_protein	XP_449501.1	QNG16861.1
OG0004119	BG2_protein	XP_449502.1	QNG16862.1
OG0004119	sacCer_protein	XP_449502.1	NP_014108.1
OG0004120	sacCer_protein	XP_449503.1	NP_014107.1
OG0004120	BG2_protein	XP_449503.1	QNG16863.1
OG0004121	BG2_protein	XP_449505.1	QNG16865.1
OG0004121	sacCer_protein	XP_449505.1	NP_014105.1
OG0004122	sacCer_protein	XP_449506.1	NP_014104.1
OG0004122	BG2_protein	XP_449506.1	QNG16866.1
OG0004123	BG2_protein	XP_449507.1	QNG16867.1
OG0004123	sacCer_protein	XP_449507.1	NP_014102.1
OG0004124	BG2_protein	XP_449512.1	QNG16872.1
OG0004124	sacCer_protein	XP_449512.1	NP_014095.2
OG0004125	sacCer_protein	XP_449513.1	NP_014094.1
OG0004125	BG2_protein	XP_449513.1	QNG16873.1
OG0004126	sacCer_protein	XP_449514.1	NP_014514.1
OG0004126	BG2_protein	XP_449514.1	QNG16874.1
OG0004127	sacCer_protein	XP_449515.1	NP_014093.1
OG0004127	BG2_protein	XP_449515.1	QNG16875.1
OG0004128	BG2_protein	XP_449516.1	QNG16876.1
OG0004128	sacCer_protein	XP_449516.1	NP_014091.1
OG0004129	sacCer_protein	XP_449517.1	NP_014090.2
OG0004129	BG2_protein	XP_449517.1	QNG16877.1
OG0004130	sacCer_protein	XP_449518.1	NP_014089.2
OG0004130	BG2_protein	XP_449518.1	QNG16878.1
OG0004131	BG2_protein	XP_449519.1	QNG16879.1
OG0004131	sacCer_protein	XP_449519.1	NP_014088.1
OG0004132	sacCer_protein	XP_449520.1	NP_014087.1
OG0004132	BG2_protein	XP_449520.1	QNG16880.1
OG0004133	sacCer_protein	XP_449521.1	NP_014085.1
OG0004133	BG2_protein	XP_449521.1	QNG16881.1
OG0004134	BG2_protein	XP_449522.1	QNG16882.1
OG0004134	sacCer_protein	XP_449522.1	NP_014084.1
OG0004135	sacCer_protein	XP_449523.1	NP_014083.2
OG0004135	BG2_protein	XP_449523.1	QNG16883.1
OG0004136	BG2_protein	XP_449524.1	QNG16884.1
OG0004136	sacCer_protein	XP_449524.1	NP_014082.1
OG0004137	sacCer_protein	XP_449525.1	NP_014081.1
OG0004137	BG2_protein	XP_449525.1	QNG16885.1
OG0004138	sacCer_protein	XP_449526.1	NP_014079.1
OG0004138	BG2_protein	XP_449526.1	QNG16886.1
OG0004139	sacCer_protein	XP_449527.1	NP_014078.1
OG0004139	BG2_protein	XP_449527.1	QNG16887.1
OG0004140	sacCer_protein	XP_449528.1	NP_014077.1
OG0004140	BG2_protein	XP_449528.1	QNG16888.1
OG0004141	BG2_protein	XP_449530.1	QNG16890.1
OG0004141	sacCer_protein	XP_449530.1	NP_013227.1
OG0004142	BG2_protein	XP_449531.1	QNG16891.1
OG0004142	sacCer_protein	XP_449531.1	NP_013228.1
OG0004143	BG2_protein	XP_449532.1	QNG16892.1
OG0004143	sacCer_protein	XP_449532.1	NP_013229.1
OG0004144	BG2_protein	XP_449533.1	QNG16893.1
OG0004144	sacCer_protein	XP_449533.1	NP_013230.1
OG0004145	BG2_protein	XP_449535.1	QNG16895.1
OG0004145	sacCer_protein	XP_449535.1	NP_013232.1
OG0004146	sacCer_protein	XP_449536.1	NP_013233.1
OG0004146	BG2_protein	XP_449536.1	QNG16896.1
OG0004147	sacCer_protein	XP_449538.1	NP_013236.1
OG0004147	BG2_protein	XP_449538.1	QNG16898.1
OG0004148	BG2_protein	XP_449539.1	QNG16899.1
OG0004148	sacCer_protein	XP_449539.1	NP_013238.1
OG0004149	sacCer_protein	XP_449540.1	NP_013239.1
OG0004149	BG2_protein	XP_449540.1	QNG16900.1
OG0004150	sacCer_protein	XP_449541.1	NP_013240.1
OG0004150	BG2_protein	XP_449541.1	QNG16901.1
OG0004151	sacCer_protein	XP_449542.1	NP_013242.1
OG0004151	BG2_protein	XP_449542.1	QNG16902.1
OG0004152	sacCer_protein	XP_449543.1	NP_013243.1
OG0004152	BG2_protein	XP_449543.1	QNG16903.1
OG0004153	BG2_protein	XP_449544.1	QNG16904.1
OG0004153	sacCer_protein	XP_449544.1	NP_013244.1
OG0004154	BG2_protein	XP_449547.1	QNG16907.1
OG0004154	sacCer_protein	XP_449547.1	NP_013246.1
OG0004155	sacCer_protein	XP_449548.1	NP_013247.1
OG0004155	BG2_protein	XP_449548.1	QNG16908.1
OG0004156	BG2_protein	XP_449549.1	QNG16910.1
OG0004156	sacCer_protein	XP_449549.1	NP_013248.1
OG0004157	sacCer_protein	XP_449550.1	NP_013249.1
OG0004157	BG2_protein	XP_449550.1	QNG16911.1
OG0004158	BG2_protein	XP_449551.1	QNG16912.1
OG0004158	sacCer_protein	XP_449551.1	NP_014928.1
OG0004159	sacCer_protein	XP_449552.1	NP_014929.3
OG0004159	BG2_protein	XP_449552.1	QNG16913.1
OG0004160	sacCer_protein	XP_449553.1	NP_014930.1
OG0004160	BG2_protein	XP_449553.1	QNG16914.1
OG0004161	sacCer_protein	XP_449554.1	NP_014931.3
OG0004161	BG2_protein	XP_449554.1	QNG16915.1
OG0004162	BG2_protein	XP_449555.1	QNG16916.1
OG0004162	sacCer_protein	XP_449555.1	NP_014932.1
OG0004163	sacCer_protein	XP_449557.1	NP_013956.1
OG0004163	BG2_protein	XP_449557.1	QNG16918.1
OG0004164	BG2_protein	XP_449560.1	QNG16921.1
OG0004164	sacCer_protein	XP_449560.1	NP_013958.1
OG0004165	sacCer_protein	XP_449561.1	NP_013959.1
OG0004165	BG2_protein	XP_449561.1	QNG16922.1
OG0004166	sacCer_protein	XP_449563.1	NP_013962.1
OG0004166	BG2_protein	XP_449563.1	QNG16924.1
OG0004167	sacCer_protein	XP_449564.1	NP_014942.4
OG0004167	BG2_protein	XP_449564.1	QNG16925.1
OG0004168	BG2_protein	XP_449565.1	QNG16926.1
OG0004168	sacCer_protein	XP_449565.1	NP_013963.1
OG0004169	BG2_protein	XP_449567.1	QNG16928.1
OG0004169	sacCer_protein	XP_449567.1	NP_013965.1
OG0004170	sacCer_protein	XP_449570.1	NP_013966.1
OG0004170	BG2_protein	XP_449570.1	QNG16931.1
OG0004171	BG2_protein	XP_449571.1	QNG16932.1
OG0004171	sacCer_protein	XP_449571.1	NP_013967.1
OG0004172	BG2_protein	XP_449572.2	QNG16933.1
OG0004172	sacCer_protein	XP_449572.2	NP_012797.1
OG0004173	sacCer_protein	XP_449573.1	NP_009751.1
OG0004173	BG2_protein	XP_449573.1	QNG16934.1
OG0004174	sacCer_protein	XP_449574.1	NP_009752.3
OG0004174	BG2_protein	XP_449574.1	QNG16935.1
OG0004175	sacCer_protein	XP_449575.1	NP_009753.3
OG0004175	BG2_protein	XP_449575.1	QNG16936.1
OG0004176	BG2_protein	XP_449576.1	QNG16937.1
OG0004176	sacCer_protein	XP_449576.1	NP_009754.1
OG0004177	sacCer_protein	XP_449577.1	NP_009756.1
OG0004177	BG2_protein	XP_449577.1	QNG16938.1
OG0004178	sacCer_protein	XP_449578.1	NP_009757.1
OG0004178	BG2_protein	XP_449578.1	QNG16939.1
OG0004179	sacCer_protein	XP_449579.1	NP_009759.3
OG0004179	BG2_protein	XP_449579.1	QNG16940.1
OG0004180	sacCer_protein	XP_449580.1	NP_009760.1
OG0004180	BG2_protein	XP_449580.1	QNG16941.1
OG0004181	sacCer_protein	XP_449582.1	NP_009761.4
OG0004181	BG2_protein	XP_449582.1	QNG16943.1
OG0004182	BG2_protein	XP_449583.1	QNG16944.1
OG0004182	sacCer_protein	XP_449583.1	NP_009762.2
OG0004183	sacCer_protein	XP_449584.1	NP_009763.2
OG0004183	BG2_protein	XP_449584.1	QNG16945.1
OG0004184	BG2_protein	XP_449586.1	QNG16947.1
OG0004184	sacCer_protein	XP_449586.1	NP_009766.4
OG0004185	BG2_protein	XP_449587.1	QNG16948.1
OG0004185	sacCer_protein	XP_449587.1	NP_009767.1
OG0004186	BG2_protein	XP_449588.1	QNG16949.1
OG0004186	sacCer_protein	XP_449588.1	NP_009722.3
OG0004187	BG2_protein	XP_002999601.1	QNG16950.1
OG0004187	sacCer_protein	XP_002999601.1	NP_009721.1
OG0004188	BG2_protein	XP_449589.1	QNG16951.1
OG0004188	sacCer_protein	XP_449589.1	NP_009720.1
OG0004189	sacCer_protein	XP_449591.1	NP_010163.1
OG0004189	BG2_protein	XP_449591.1	QNG16953.1
OG0004190	BG2_protein	XP_449592.1	QNG16954.1
OG0004190	sacCer_protein	XP_449592.1	NP_014383.1
OG0004191	sacCer_protein	XP_449593.1	NP_011448.3
OG0004191	BG2_protein	XP_449593.1	QNG16955.1
OG0004192	BG2_protein	XP_449594.1	QNG16956.1
OG0004192	sacCer_protein	XP_449594.1	NP_011449.1
OG0004193	BG2_protein	XP_449595.1	QNG16957.1
OG0004193	sacCer_protein	XP_449595.1	NP_011450.1
OG0004194	sacCer_protein	XP_449596.1	NP_011451.1
OG0004194	BG2_protein	XP_449596.1	QNG16958.1
OG0004195	BG2_protein	XP_449597.1	QNG16959.1
OG0004195	sacCer_protein	XP_449597.1	NP_015113.1
OG0004196	sacCer_protein	XP_449601.1	NP_012988.1
OG0004196	BG2_protein	XP_449601.1	QNG16963.1
OG0004197	BG2_protein	XP_449602.1	QNG16964.1
OG0004197	sacCer_protein	XP_449602.1	NP_012989.3
OG0004198	sacCer_protein	XP_449604.1	NP_012991.3
OG0004198	BG2_protein	XP_449604.1	QNG16966.1
OG0004199	sacCer_protein	XP_449605.1	NP_012975.3
OG0004199	BG2_protein	XP_449605.1	QNG16967.1
OG0004200	sacCer_protein	XP_449606.1	NP_012974.1
OG0004200	BG2_protein	XP_449606.1	QNG16968.1
OG0004201	sacCer_protein	XP_449607.1	NP_012972.3
OG0004201	BG2_protein	XP_449607.1	QNG16969.1
OG0004202	sacCer_protein	XP_449608.1	NP_009725.1
OG0004202	BG2_protein	XP_449608.1	QNG16970.1
OG0004203	BG2_protein	XP_449609.1	QNG16971.1
OG0004203	sacCer_protein	XP_449609.1	NP_009726.3
OG0004204	BG2_protein	XP_449610.1	QNG16972.1
OG0004204	sacCer_protein	XP_449610.1	NP_009727.3
OG0004205	BG2_protein	XP_449612.1	QNG16974.1
OG0004205	sacCer_protein	XP_449612.1	NP_009729.1
OG0004206	BG2_protein	XP_449613.1	QNG16975.1
OG0004206	sacCer_protein	XP_449613.1	NP_009730.3
OG0004207	BG2_protein	XP_449615.1	QNG16977.1
OG0004207	sacCer_protein	XP_449615.1	NP_009732.1
OG0004208	sacCer_protein	XP_449616.1	NP_009734.1
OG0004208	BG2_protein	XP_449616.1	QNG16978.1
OG0004209	BG2_protein	XP_449617.1	QNG16979.1
OG0004209	sacCer_protein	XP_449617.1	NP_009735.3
OG0004210	BG2_protein	XP_449619.1	QNG16981.1
OG0004210	sacCer_protein	XP_449619.1	NP_009738.1
OG0004211	BG2_protein	XP_449620.1	QNG16982.1
OG0004211	sacCer_protein	XP_449620.1	NP_009739.1
OG0004212	sacCer_protein	XP_449624.1	NP_015239.1
OG0004212	BG2_protein	XP_449624.1	QNG16986.1
OG0004213	BG2_protein	XP_449625.1	QNG16987.1
OG0004213	sacCer_protein	XP_449625.1	NP_009744.3
OG0004214	BG2_protein	XP_449626.1	QNG16988.1
OG0004214	sacCer_protein	XP_449626.1	NP_015241.1
OG0004215	BG2_protein	XP_449627.1	QNG16989.1
OG0004215	sacCer_protein	XP_449627.1	NP_009745.2
OG0004216	BG2_protein	XP_449628.1	QNG16990.1
OG0004216	sacCer_protein	XP_449628.1	NP_009746.1
OG0004217	sacCer_protein	XP_449629.1	NP_009747.3
OG0004217	BG2_protein	XP_449629.1	QNG16991.1
OG0004218	BG2_protein	XP_449632.1	QNG16994.1
OG0004218	sacCer_protein	XP_449632.1	NP_012798.1
OG0004219	sacCer_protein	XP_449633.1	NP_010304.3
OG0004219	BG2_protein	XP_449633.1	QNG16995.1
OG0004220	sacCer_protein	XP_449634.1	NP_010303.3
OG0004220	BG2_protein	XP_449634.1	QNG16996.1
OG0004221	BG2_protein	XP_449635.1	QNG16997.1
OG0004221	sacCer_protein	XP_449635.1	NP_012178.1
OG0004222	sacCer_protein	XP_449636.1	NP_012179.3
OG0004222	BG2_protein	XP_449636.1	QNG16998.1
OG0004223	BG2_protein	XP_449639.1	QNG17001.1
OG0004223	sacCer_protein	XP_449639.1	NP_012182.1
OG0004224	sacCer_protein	XP_449640.1	NP_012183.2
OG0004224	BG2_protein	XP_449640.1	QNG17002.1
OG0004225	sacCer_protein	XP_449641.1	NP_014366.3
OG0004225	BG2_protein	XP_449641.1	QNG17003.1
OG0004226	sacCer_protein	XP_449642.1	NP_014369.3
OG0004226	BG2_protein	XP_449642.1	QNG17004.1
OG0004227	sacCer_protein	XP_449643.1	NP_013709.1
OG0004227	BG2_protein	XP_449643.1	QNG17005.1
OG0004228	BG2_protein	XP_449644.1	QNG17006.1
OG0004228	sacCer_protein	XP_449644.1	NP_014371.1
OG0004229	sacCer_protein	XP_449645.1	NP_014372.1
OG0004229	BG2_protein	XP_449645.1	QNG17007.1
OG0004230	sacCer_protein	XP_449646.1	NP_014373.3
OG0004230	BG2_protein	XP_449646.1	QNG17008.1
OG0004231	sacCer_protein	XP_449647.1	NP_014374.1
OG0004231	BG2_protein	XP_449647.1	QNG17009.1
OG0004232	sacCer_protein	XP_449648.1	NP_014375.1
OG0004232	BG2_protein	XP_449648.1	QNG17010.1
OG0004233	BG2_protein	XP_449649.1	QNG17011.1
OG0004233	sacCer_protein	XP_449649.1	NP_014376.3
OG0004234	sacCer_protein	XP_449651.1	NP_010000.1
OG0004234	BG2_protein	XP_449651.1	QNG17013.1
OG0004235	sacCer_protein	XP_002999602.1	NP_878058.1
OG0004235	BG2_protein	XP_002999602.1	QNG17014.1
OG0004236	BG2_protein	XP_449652.1	QNG17015.1
OG0004236	sacCer_protein	XP_449652.1	NP_010001.1
OG0004237	sacCer_protein	XP_449653.1	NP_010002.3
OG0004237	BG2_protein	XP_449653.1	QNG17016.1
OG0004238	sacCer_protein	XP_449654.1	NP_014014.1
OG0004238	BG2_protein	XP_449654.1	QNG17017.1
OG0004239	BG2_protein	XP_449655.1	QNG17018.1
OG0004239	sacCer_protein	XP_449655.1	NP_012059.3
OG0004240	sacCer_protein	XP_449656.1	NP_012060.1
OG0004240	BG2_protein	XP_449656.1	QNG17019.1
OG0004241	BG2_protein	XP_449657.1	QNG17020.1
OG0004241	sacCer_protein	XP_449657.1	NP_012061.3
OG0004242	BG2_protein	XP_449658.1	QNG17021.1
OG0004242	sacCer_protein	XP_449658.1	NP_012062.1
OG0004243	BG2_protein	XP_449659.1	QNG17022.1
OG0004243	sacCer_protein	XP_449659.1	NP_012063.3
OG0004244	sacCer_protein	XP_449660.1	NP_012064.1
OG0004244	BG2_protein	XP_449660.1	QNG17023.1
OG0004245	sacCer_protein	XP_449661.1	NP_012065.3
OG0004245	BG2_protein	XP_449661.1	QNG17024.1
OG0004246	sacCer_protein	XP_449662.1	NP_012066.1
OG0004246	BG2_protein	XP_449662.1	QNG17025.1
OG0004247	sacCer_protein	XP_449663.1	NP_015265.1
OG0004247	BG2_protein	XP_449663.1	QNG17026.1
OG0004248	BG2_protein	XP_449664.1	QNG17027.1
OG0004248	sacCer_protein	XP_449664.1	NP_015266.1
OG0004249	BG2_protein	XP_449668.1	QNG17031.1
OG0004249	sacCer_protein	XP_449668.1	NP_015271.1
OG0004250	BG2_protein	XP_449670.1	QNG17033.1
OG0004250	sacCer_protein	XP_449670.1	NP_015273.2
OG0004251	sacCer_protein	XP_449671.1	NP_013741.1
OG0004251	BG2_protein	XP_449671.1	QNG17034.1
OG0004252	BG2_protein	XP_449672.1	QNG17035.1
OG0004252	sacCer_protein	XP_449672.1	NP_013740.1
OG0004253	sacCer_protein	XP_449673.1	NP_013739.1
OG0004253	BG2_protein	XP_449673.1	QNG17036.1
OG0004254	sacCer_protein	XP_449674.1	NP_013738.1
OG0004254	BG2_protein	XP_449674.1	QNG17037.1
OG0004255	BG2_protein	XP_449675.1	QNG17038.1
OG0004255	sacCer_protein	XP_449675.1	NP_013737.1
OG0004256	sacCer_protein	XP_449676.1	NP_013736.1
OG0004256	BG2_protein	XP_449676.1	QNG17039.1
OG0004257	sacCer_protein	XP_449677.1	NP_013735.1
OG0004257	BG2_protein	XP_449677.1	QNG17040.1
OG0004258	sacCer_protein	XP_449678.1	NP_013734.1
OG0004258	BG2_protein	XP_449678.1	QNG17041.1
OG0004259	sacCer_protein	XP_449679.1	NP_013733.1
OG0004259	BG2_protein	XP_449679.1	QNG17042.1
OG0004260	BG2_protein	XP_449681.1	QNG17044.1
OG0004260	sacCer_protein	XP_449681.1	NP_013728.1
OG0004261	sacCer_protein	XP_449682.1	NP_013727.1
OG0004261	BG2_protein	XP_449682.1	QNG17045.1
OG0004262	sacCer_protein	XP_449683.2	NP_013726.1
OG0004262	BG2_protein	XP_449683.2	QNG17046.1
OG0004263	sacCer_protein	XP_449684.1	NP_013725.1
OG0004263	BG2_protein	XP_449684.1	QNG17047.1
OG0004264	BG2_protein	XP_449686.1, XP_449685.1	QNG17048.1
OG0004265	sacCer_protein	XP_449687.1	NP_012555.1
OG0004265	BG2_protein	XP_449687.1	QNG17049.1
OG0004266	BG2_protein	XP_449688.1	QNG17050.1
OG0004266	sacCer_protein	XP_449688.1	NP_012556.2
OG0004267	BG2_protein	XP_449689.1	QNG17051.1
OG0004267	sacCer_protein	XP_449689.1	NP_012558.3
OG0004268	BG2_protein	XP_449690.1	QNG17052.1
OG0004268	sacCer_protein	XP_449690.1	NP_013146.1
OG0004269	BG2_protein	XP_449692.1	QNG17054.1
OG0004269	sacCer_protein	XP_449692.1	NP_013148.1
OG0004270	sacCer_protein	XP_449693.1	NP_012568.1
OG0004270	BG2_protein	XP_449693.1	QNG17055.1
OG0004271	sacCer_protein	XP_449694.1	NP_012567.3
OG0004271	BG2_protein	XP_449694.1	QNG17056.1
OG0004272	BG2_protein	XP_449695.1	QNG17057.1
OG0004272	sacCer_protein	XP_449695.1	NP_012566.1
