Orthogroup	Species	BG2_protein	Orthologs
OG0004281	sacCer_protein	QNG17070.1	NP_012751.1
OG0004282	CBS138_protein	QNG17072.1	XP_449710.1
OG0004282	sacCer_protein	QNG17072.1	NP_012754.1
OG0004283	sacCer_protein	QNG17074.1	NP_012372.1
OG0004283	CBS138_protein	QNG17074.1	XP_449712.1
OG0004284	CBS138_protein	QNG17075.1	XP_449713.1
OG0004284	sacCer_protein	QNG17075.1	NP_012756.1
OG0004285	sacCer_protein	QNG17078.1	NP_012760.1
OG0004285	CBS138_protein	QNG17078.1	XP_449716.1
OG0004286	CBS138_protein	QNG17079.1	XP_002999603.1
OG0004286	sacCer_protein	QNG17079.1	NP_010562.1
OG0004287	CBS138_protein	QNG17082.1	XP_449720.1
OG0004287	sacCer_protein	QNG17082.1	NP_010554.1
OG0004288	sacCer_protein	QNG17083.1	NP_010553.3
OG0004288	CBS138_protein	QNG17083.1	XP_449721.1
OG0004289	CBS138_protein	QNG17084.1	XP_449722.1
OG0004289	sacCer_protein	QNG17084.1	NP_010552.3
OG0004290	sacCer_protein	QNG17085.1	NP_010551.1
OG0004290	CBS138_protein	QNG17085.1	XP_449723.1
OG0004291	sacCer_protein	QNG17087.1	NP_010548.3
OG0004291	CBS138_protein	QNG17087.1	XP_449725.1
OG0004292	sacCer_protein	QNG17088.1	NP_010547.1
OG0004292	CBS138_protein	QNG17088.1	XP_449726.1
OG0004293	CBS138_protein	QNG17089.1	XP_449727.1
OG0004293	sacCer_protein	QNG17089.1	NP_010546.1
OG0004294	CBS138_protein	QNG17091.1	XP_449729.1
OG0004294	sacCer_protein	QNG17091.1	NP_010544.3
OG0004295	sacCer_protein	QNG17092.1	NP_010543.1
OG0004295	CBS138_protein	QNG17092.1	XP_449730.1
OG0004296	CBS138_protein	QNG17093.1	XP_449731.1
OG0004296	sacCer_protein	QNG17093.1	NP_010767.1
OG0004297	CBS138_protein	QNG17094.1	XP_449732.1
OG0004297	sacCer_protein	QNG17094.1	NP_010766.3
OG0004298	CBS138_protein	QNG17095.1	XP_449733.1
OG0004298	sacCer_protein	QNG17095.1	NP_010765.3
OG0004299	sacCer_protein	QNG17096.1	NP_010764.1
OG0004299	CBS138_protein	QNG17096.1	XP_449734.1
OG0004300	CBS138_protein	QNG17098.1	XP_449736.1
OG0004300	sacCer_protein	QNG17098.1	NP_010761.3
OG0004301	sacCer_protein	QNG17099.1	NP_012629.1
OG0004301	CBS138_protein	QNG17099.1	XP_449737.1
OG0004302	CBS138_protein	QNG17100.1	XP_449738.1
OG0004302	sacCer_protein	QNG17100.1	NP_012627.1
OG0004303	CBS138_protein	QNG17101.1	XP_449739.1
OG0004303	sacCer_protein	QNG17101.1	NP_012626.1
OG0004304	sacCer_protein	QNG17102.1	NP_012625.5
OG0004304	CBS138_protein	QNG17102.1	XP_449740.1
OG0004305	sacCer_protein	QNG17104.1	NP_012623.1
OG0004305	CBS138_protein	QNG17104.1	XP_449742.1
OG0004306	sacCer_protein	QNG17105.1	NP_012621.1
OG0004306	CBS138_protein	QNG17105.1	XP_449743.1
OG0004307	sacCer_protein	QNG17106.1	NP_012619.1
OG0004307	CBS138_protein	QNG17106.1	XP_449744.1
OG0004308	sacCer_protein	QNG17107.1	NP_012618.3
OG0004308	CBS138_protein	QNG17107.1	XP_449745.1
OG0004309	sacCer_protein	QNG17108.1	NP_012617.1
OG0004309	CBS138_protein	QNG17108.1	XP_449746.1
OG0004310	sacCer_protein	QNG17109.1	NP_012616.1
OG0004310	CBS138_protein	QNG17109.1	XP_449747.1
OG0004311	CBS138_protein	QNG17110.1	XP_449748.1
OG0004311	sacCer_protein	QNG17110.1	NP_012615.3
OG0004312	CBS138_protein	QNG17111.1	XP_449749.1
OG0004312	sacCer_protein	QNG17111.1	NP_012614.1
OG0004313	sacCer_protein	QNG17112.1	NP_009443.1
OG0004313	CBS138_protein	QNG17112.1	XP_449750.1
OG0004314	CBS138_protein	QNG17113.1	XP_449751.1
OG0004314	sacCer_protein	QNG17113.1	NP_009445.2
OG0004315	sacCer_protein	QNG17114.1	NP_009446.2
OG0004315	CBS138_protein	QNG17114.1	XP_449752.1
OG0004316	sacCer_protein	QNG17115.1	NP_009447.1
OG0004316	CBS138_protein	QNG17115.1	XP_449753.1
OG0004317	sacCer_protein	QNG17116.1	NP_009448.1
OG0004317	CBS138_protein	QNG17116.1	XP_449754.1
OG0004318	CBS138_protein	QNG17118.1	XP_449756.1
OG0004318	sacCer_protein	QNG17118.1	NP_013882.1
OG0004319	CBS138_protein	QNG17119.1	XP_449757.1
OG0004319	sacCer_protein	QNG17119.1	NP_013883.1
OG0004320	sacCer_protein	QNG17120.1	NP_009459.1
OG0004320	CBS138_protein	QNG17120.1	XP_449758.1
OG0004321	CBS138_protein	QNG17121.1	XP_449759.1
OG0004321	sacCer_protein	QNG17121.1	NP_009457.1
OG0004322	sacCer_protein	QNG17122.1	NP_009455.3
OG0004322	CBS138_protein	QNG17122.1	XP_449760.1
OG0004323	CBS138_protein	QNG17123.1	XP_449761.1
OG0004323	sacCer_protein	QNG17123.1	NP_009453.2
OG0004324	sacCer_protein	QNG17124.1	NP_013879.1
OG0004324	CBS138_protein	QNG17124.1	XP_449762.1
OG0004325	sacCer_protein	QNG17125.1	NP_013878.1
OG0004325	CBS138_protein	QNG17125.1	XP_449763.1
OG0004326	CBS138_protein	QNG17126.1	XP_449764.1
OG0004326	sacCer_protein	QNG17126.1	NP_013877.1
OG0004327	CBS138_protein	QNG17127.1	XP_449765.1
OG0004327	sacCer_protein	QNG17127.1	NP_013876.1
OG0004328	sacCer_protein	QNG17128.1	NP_013875.1
OG0004328	CBS138_protein	QNG17128.1	XP_449766.1
OG0004329	sacCer_protein	QNG17130.1	NP_013872.1
OG0004329	CBS138_protein	QNG17130.1	XP_449768.1
OG0004330	sacCer_protein	QNG17131.1	NP_013391.1
OG0004330	CBS138_protein	QNG17131.1	XP_449769.1
OG0004331	CBS138_protein	QNG17132.1	XP_449770.1
OG0004331	sacCer_protein	QNG17132.1	NP_013389.1
OG0004332	CBS138_protein	QNG17133.1	XP_449771.1
OG0004332	sacCer_protein	QNG17133.1	NP_013388.1
OG0004333	CBS138_protein	QNG17134.1	XP_449772.1
OG0004333	sacCer_protein	QNG17134.1	NP_013387.1
OG0004334	CBS138_protein	QNG17135.1	XP_449773.1
OG0004334	sacCer_protein	QNG17135.1	NP_013514.1
OG0004335	CBS138_protein	QNG17136.1	XP_449774.1
OG0004335	sacCer_protein	QNG17136.1	NP_013513.3
OG0004336	sacCer_protein	QNG17137.1	NP_013512.1
OG0004336	CBS138_protein	QNG17137.1	XP_449775.1
OG0004337	sacCer_protein	QNG17138.1	NP_013511.4
OG0004337	CBS138_protein	QNG17138.1	XP_449776.1
OG0004338	CBS138_protein	QNG17139.1	XP_449777.1
OG0004338	sacCer_protein	QNG17139.1	NP_013509.1
OG0004339	CBS138_protein	QNG17140.1	XP_449778.1
OG0004339	sacCer_protein	QNG17140.1	NP_013508.3
OG0004340	CBS138_protein	QNG17141.1	XP_449779.1
OG0004340	sacCer_protein	QNG17141.1	NP_013507.1
OG0004341	sacCer_protein	QNG17142.1	NP_013505.4
OG0004341	CBS138_protein	QNG17142.1	XP_449780.1
OG0004342	sacCer_protein	QNG17144.1	NP_009696.2
OG0004342	CBS138_protein	QNG17144.1	XP_449782.1
OG0004343	CBS138_protein	QNG17145.1	XP_449783.1
OG0004343	sacCer_protein	QNG17145.1	NP_010732.1
OG0004344	CBS138_protein	QNG17148.1	XP_449786.1
OG0004344	sacCer_protein	QNG17148.1	NP_012833.1
OG0004345	sacCer_protein	QNG17149.1	NP_012834.1
OG0004345	CBS138_protein	QNG17149.1	XP_449787.1
OG0004346	CBS138_protein	QNG17151.1	XP_449789.1
OG0004346	sacCer_protein	QNG17151.1	NP_012915.3
OG0004347	sacCer_protein	QNG17152.1	NP_012916.1
OG0004347	CBS138_protein	QNG17152.1	XP_449790.1
OG0004348	CBS138_protein	QNG17154.1	XP_002999604.1
OG0004348	sacCer_protein	QNG17154.1	NP_012919.3
OG0004349	sacCer_protein	QNG17157.1	NP_012921.3
OG0004349	CBS138_protein	QNG17157.1	XP_449794.1
OG0004350	CBS138_protein	QNG17159.1	XP_449796.1
OG0004350	sacCer_protein	QNG17159.1	NP_012923.3
OG0004351	sacCer_protein	QNG17160.1	NP_010288.1
OG0004351	CBS138_protein	QNG17160.1	XP_449797.1
OG0004352	sacCer_protein	QNG17161.1	NP_010287.1
OG0004352	CBS138_protein	QNG17161.1	XP_449798.1
OG0004353	sacCer_protein	QNG17165.1	NP_010283.3
OG0004353	CBS138_protein	QNG17165.1	XP_449802.1
OG0004354	CBS138_protein	QNG17166.1	XP_449803.1
OG0004354	sacCer_protein	QNG17166.1	NP_010282.3
OG0004355	CBS138_protein	QNG17167.1	XP_449804.1
OG0004355	sacCer_protein	QNG17167.1	NP_009551.2
OG0004356	sacCer_protein	QNG17168.1	NP_014415.1
OG0004356	CBS138_protein	QNG17168.1	XP_449805.1
OG0004357	CBS138_protein	QNG17170.1	XP_449807.1
OG0004357	sacCer_protein	QNG17170.1	NP_014417.3
OG0004358	CBS138_protein	QNG17171.1	XP_449808.1
OG0004358	sacCer_protein	QNG17171.1	NP_014418.3
OG0004359	sacCer_protein	QNG17172.1	NP_014419.1
OG0004359	CBS138_protein	QNG17172.1	XP_449809.1
OG0004360	CBS138_protein	QNG17173.1	XP_449810.1
OG0004360	sacCer_protein	QNG17173.1	NP_014420.1
OG0004361	sacCer_protein	QNG17174.1	NP_014421.3
OG0004361	CBS138_protein	QNG17174.1	XP_449811.1
OG0004362	sacCer_protein	QNG17176.1	NP_014424.1
OG0004362	CBS138_protein	QNG17176.1	XP_449813.1
OG0004363	CBS138_protein	QNG17177.1	XP_449814.1
OG0004363	sacCer_protein	QNG17177.1	NP_014426.3
OG0004364	CBS138_protein	QNG17178.1	XP_449815.1
OG0004364	sacCer_protein	QNG17178.1	NP_014427.1
OG0004365	CBS138_protein	QNG17180.1	XP_449816.1
OG0004365	sacCer_protein	QNG17180.1	NP_014429.3
OG0004366	CBS138_protein	QNG17181.1	XP_449817.1
OG0004366	sacCer_protein	QNG17181.1	NP_014430.1
OG0004367	sacCer_protein	QNG17182.1	NP_014431.1
OG0004367	CBS138_protein	QNG17182.1	XP_449818.1
OG0004368	sacCer_protein	QNG17183.1	NP_014432.3
OG0004368	CBS138_protein	QNG17183.1	XP_449819.1
OG0004369	CBS138_protein	QNG17185.1	XP_002999606.1
OG0004369	sacCer_protein	QNG17185.1	NP_061494.3
OG0004370	CBS138_protein	QNG17189.1	XP_002999607.1
OG0004370	sacCer_protein	QNG17189.1	NP_010371.1
OG0004371	sacCer_protein	QNG17190.1	NP_010372.3
OG0004371	CBS138_protein	QNG17190.1	XP_449824.1
OG0004372	CBS138_protein	QNG17191.1	XP_449825.1
OG0004372	sacCer_protein	QNG17191.1	NP_010345.3
OG0004373	CBS138_protein	QNG17192.1	XP_449826.1
OG0004373	sacCer_protein	QNG17192.1	NP_013949.1
OG0004374	CBS138_protein	QNG17193.1	XP_449827.1
OG0004374	sacCer_protein	QNG17193.1	NP_013950.1
OG0004375	sacCer_protein	QNG17194.1	NP_013951.1
OG0004375	CBS138_protein	QNG17194.1	XP_449828.1
OG0004376	CBS138_protein	QNG17195.1	XP_002999608.1
OG0004376	sacCer_protein	QNG17195.1	NP_013952.1
OG0004377	CBS138_protein	QNG17196.1	XP_449829.1
OG0004377	sacCer_protein	QNG17196.1	NP_013953.1
OG0004378	CBS138_protein	QNG17197.1	XP_449830.1
OG0004378	sacCer_protein	QNG17197.1	NP_013954.1
OG0004379	sacCer_protein	QNG17198.1	NP_013955.1
OG0004379	CBS138_protein	QNG17198.1	XP_449831.1
OG0004380	CBS138_protein	QNG17199.1	XP_449832.1
OG0004380	sacCer_protein	QNG17199.1	NP_014934.1
OG0004381	CBS138_protein	QNG17200.1	XP_449833.1
OG0004381	sacCer_protein	QNG17200.1	NP_014935.3
OG0004382	CBS138_protein	QNG17201.1	XP_449834.1
OG0004382	sacCer_protein	QNG17201.1	NP_012357.2
OG0004383	sacCer_protein	QNG17202.1	NP_012359.1
OG0004383	CBS138_protein	QNG17202.1	XP_449835.1
OG0004384	sacCer_protein	QNG17204.1	NP_013198.1
OG0004384	CBS138_protein	QNG17204.1	XP_449837.1
OG0004385	CBS138_protein	QNG17205.1	XP_449838.1
OG0004385	sacCer_protein	QNG17205.1	NP_013199.1
OG0004386	CBS138_protein	QNG17206.1	XP_449839.1
OG0004386	sacCer_protein	QNG17206.1	NP_013200.1
OG0004387	sacCer_protein	QNG17208.1	NP_010412.1
OG0004387	CBS138_protein	QNG17208.1	XP_449840.1
OG0004388	sacCer_protein	QNG17209.1	NP_013201.1
OG0004388	CBS138_protein	QNG17209.1	XP_449841.1
OG0004389	sacCer_protein	QNG17210.1	NP_013203.1
OG0004389	CBS138_protein	QNG17210.1	XP_449842.1
OG0004390	CBS138_protein	QNG17211.1	XP_449843.1
OG0004390	sacCer_protein	QNG17211.1	NP_013204.1
OG0004391	CBS138_protein	QNG17212.1	XP_449844.1
OG0004391	sacCer_protein	QNG17212.1	NP_013205.1
OG0004392	sacCer_protein	QNG17213.1	NP_013206.1
OG0004392	CBS138_protein	QNG17213.1	XP_449845.1
OG0004393	sacCer_protein	QNG17214.1	NP_013207.1
OG0004393	CBS138_protein	QNG17214.1	XP_449846.1
OG0004394	CBS138_protein	QNG17215.1	XP_449847.1
OG0004394	sacCer_protein	QNG17215.1	NP_013208.1
OG0004395	CBS138_protein	QNG17218.1	XP_449850.1
OG0004395	sacCer_protein	QNG17218.1	NP_013210.1
OG0004396	CBS138_protein	QNG17220.1	XP_449852.1
OG0004396	sacCer_protein	QNG17220.1	NP_013214.1
OG0004397	CBS138_protein	QNG17221.1	XP_449853.1
OG0004397	sacCer_protein	QNG17221.1	NP_013215.1
OG0004398	sacCer_protein	QNG17222.1	NP_009371.1
OG0004398	CBS138_protein	QNG17222.1	XP_449854.1
OG0004399	sacCer_protein	QNG17223.1	NP_009370.1
OG0004399	CBS138_protein	QNG17223.1	XP_449855.1
OG0004400	CBS138_protein	QNG17224.1	XP_449856.1
OG0004400	sacCer_protein	QNG17224.1	NP_009369.1
OG0004401	CBS138_protein	QNG17226.1	XP_449858.1
OG0004401	sacCer_protein	QNG17226.1	NP_009973.1
OG0004402	CBS138_protein	QNG17228.1	XP_449860.1
OG0004402	sacCer_protein	QNG17228.1	NP_009367.1
OG0004403	CBS138_protein	QNG17229.1	XP_449861.1
OG0004403	sacCer_protein	QNG17229.1	NP_009358.1
OG0004404	sacCer_protein	QNG17230.1	NP_009359.1
OG0004404	CBS138_protein	QNG17230.1	XP_449862.1
OG0004405	CBS138_protein	QNG17231.1	XP_449863.1
OG0004405	sacCer_protein	QNG17231.1	NP_009360.1
OG0004406	sacCer_protein	QNG17233.1	NP_009361.1
OG0004406	CBS138_protein	QNG17233.1	XP_449864.1
OG0004407	sacCer_protein	QNG17237.1	NP_009364.1
OG0004407	CBS138_protein	QNG17237.1	XP_449869.1
OG0004408	sacCer_protein	QNG17238.1	NP_009365.1
OG0004408	CBS138_protein	QNG17238.1	XP_449870.1
OG0004409	CBS138_protein	QNG17239.1	XP_449871.1
OG0004409	sacCer_protein	QNG17239.1	NP_009356.1
OG0004410	CBS138_protein	QNG17240.1	XP_449872.1
OG0004410	sacCer_protein	QNG17240.1	NP_009355.3
OG0004411	sacCer_protein	QNG17241.1	NP_075206.1
OG0004411	CBS138_protein	QNG17241.1	XP_449873.1
OG0004412	sacCer_protein	QNG17242.1	NP_009353.1
OG0004412	CBS138_protein	QNG17242.1	XP_449874.1
OG0004413	CBS138_protein	QNG17243.1	XP_449875.1
OG0004413	sacCer_protein	QNG17243.1	NP_009352.2
OG0004414	sacCer_protein	QNG17244.1	NP_009351.1
OG0004414	CBS138_protein	QNG17244.1	XP_449876.1
OG0004415	CBS138_protein	QNG17249.1	XP_449881.1
OG0004415	sacCer_protein	QNG17249.1	NP_010978.3
OG0004416	sacCer_protein	QNG17252.1	NP_012209.1
OG0004416	CBS138_protein	QNG17252.1	XP_449885.1
OG0004417	sacCer_protein	QNG17253.1	NP_010986.1, NP_012208.1
OG0004418	CBS138_protein	QNG17255.1	XP_449889.1
OG0004418	sacCer_protein	QNG17255.1	NP_012203.1
OG0004419	CBS138_protein	QNG17256.1	XP_449890.1
OG0004419	sacCer_protein	QNG17256.1	NP_012202.1
OG0004420	CBS138_protein	QNG17257.1	XP_449891.1
OG0004420	sacCer_protein	QNG17257.1	NP_012201.1
OG0004421	sacCer_protein	QNG17258.1	NP_012200.1
OG0004421	CBS138_protein	QNG17258.1	XP_449892.1
OG0004422	sacCer_protein	QNG17259.1	NP_012199.3
OG0004422	CBS138_protein	QNG17259.1	XP_449893.1
OG0004423	sacCer_protein	QNG17260.1	NP_012197.1
OG0004423	CBS138_protein	QNG17260.1	XP_449894.1
OG0004424	CBS138_protein	QNG17261.1	XP_449895.1
OG0004424	sacCer_protein	QNG17261.1	NP_010995.1
OG0004425	sacCer_protein	QNG17262.1	NP_012194.1
OG0004425	CBS138_protein	QNG17262.1	XP_449896.1
OG0004426	CBS138_protein	QNG17263.1	XP_449897.1
OG0004426	sacCer_protein	QNG17263.1	NP_085069.3
OG0004427	sacCer_protein	QNG17264.1	NP_012193.3
OG0004427	CBS138_protein	QNG17264.1	XP_449898.1
OG0004428	sacCer_protein	QNG17266.1	NP_012192.2
OG0004428	CBS138_protein	QNG17266.1	XP_449900.1
OG0004429	CBS138_protein	QNG17268.1	XP_449902.1
OG0004429	sacCer_protein	QNG17268.1	NP_012190.1
OG0004430	sacCer_protein	QNG17269.1	NP_012706.1
OG0004430	CBS138_protein	QNG17269.1	XP_449903.1
OG0004431	CBS138_protein	QNG17270.1	XP_449904.1
OG0004431	sacCer_protein	QNG17270.1	NP_012189.2
OG0004432	CBS138_protein	QNG17273.1	XP_449907.1
OG0004432	sacCer_protein	QNG17273.1	NP_012188.3
OG0004433	CBS138_protein	QNG17274.1	XP_449908.1
OG0004433	sacCer_protein	QNG17274.1	NP_116578.3
OG0004434	sacCer_protein	QNG17275.1	NP_012868.1
OG0004434	CBS138_protein	QNG17275.1	XP_449909.1
OG0004435	sacCer_protein	QNG17276.1	NP_012869.1
OG0004435	CBS138_protein	QNG17276.1	XP_449910.1
OG0004436	CBS138_protein	QNG17277.1	XP_449911.1
OG0004436	sacCer_protein	QNG17277.1	NP_012870.1
OG0004437	sacCer_protein	QNG17278.1	NP_012872.2
OG0004437	CBS138_protein	QNG17278.1	XP_449912.1
OG0004438	CBS138_protein	QNG17281.1	XP_449915.1
OG0004438	sacCer_protein	QNG17281.1	NP_012875.2
OG0004439	CBS138_protein	QNG17282.1	XP_449916.1
OG0004439	sacCer_protein	QNG17282.1	NP_012876.1
OG0004440	CBS138_protein	QNG17284.1	XP_449918.1
OG0004440	sacCer_protein	QNG17284.1	NP_012860.1
OG0004441	sacCer_protein	QNG17285.1	NP_012859.1
OG0004441	CBS138_protein	QNG17285.1	XP_449919.1
OG0004442	sacCer_protein	QNG17288.1	NP_012856.1
OG0004442	CBS138_protein	QNG17288.1	XP_449921.1
OG0004443	CBS138_protein	QNG17289.1	XP_449922.1
OG0004443	sacCer_protein	QNG17289.1	NP_012051.3
OG0004444	sacCer_protein	QNG17291.1	NP_012054.1
OG0004444	CBS138_protein	QNG17291.1	XP_449924.1
OG0004445	sacCer_protein	QNG17292.1	NP_012055.3
OG0004445	CBS138_protein	QNG17292.1	XP_449925.1
OG0004446	CBS138_protein	QNG17293.1	XP_449926.1
OG0004446	sacCer_protein	QNG17293.1	NP_012056.1
OG0004447	CBS138_protein	QNG17294.1	XP_449927.1
OG0004447	sacCer_protein	QNG17294.1	NP_012057.3
OG0004448	CBS138_protein	QNG17295.1	XP_449928.1
OG0004448	sacCer_protein	QNG17295.1	NP_012058.1
OG0004449	CBS138_protein	QNG17296.1	XP_449929.1
OG0004449	sacCer_protein	QNG17296.1	NP_014015.1
OG0004450	CBS138_protein	QNG17297.1	XP_449930.1
OG0004450	sacCer_protein	QNG17297.1	NP_014016.1
OG0004451	CBS138_protein	QNG17298.1	XP_449931.1
OG0004451	sacCer_protein	QNG17298.1	NP_014017.1
OG0004452	CBS138_protein	QNG17299.1	XP_449932.1
OG0004452	sacCer_protein	QNG17299.1	NP_014019.1
OG0004453	sacCer_protein	QNG17300.1	NP_014020.1
OG0004453	CBS138_protein	QNG17300.1	XP_449933.1
OG0004454	sacCer_protein	QNG17301.1	NP_014021.1
OG0004454	CBS138_protein	QNG17301.1	XP_449934.1
OG0004455	CBS138_protein	QNG17302.1	XP_449935.1
OG0004455	sacCer_protein	QNG17302.1	NP_014022.1
OG0004456	sacCer_protein	QNG17303.1	NP_014024.1
OG0004456	CBS138_protein	QNG17303.1	XP_449936.1
OG0004457	sacCer_protein	QNG17304.1	NP_014026.1
OG0004457	CBS138_protein	QNG17304.1	XP_449937.1
OG0004458	sacCer_protein	QNG17305.1	NP_014027.1
OG0004458	CBS138_protein	QNG17305.1	XP_449938.1
OG0004459	CBS138_protein	QNG17306.1	XP_449939.1
OG0004459	sacCer_protein	QNG17306.1	NP_014028.2
OG0004460	sacCer_protein	QNG17307.1	NP_014029.1
OG0004460	CBS138_protein	QNG17307.1	XP_449940.1
OG0004461	CBS138_protein	QNG17308.1	XP_449941.1
OG0004461	sacCer_protein	QNG17308.1	NP_014030.1
OG0004462	sacCer_protein	QNG17309.1	NP_014031.1
OG0004462	CBS138_protein	QNG17309.1	XP_449942.1
OG0004463	CBS138_protein	QNG17310.1	XP_449943.1
OG0004463	sacCer_protein	QNG17310.1	NP_014033.1
OG0004464	sacCer_protein	QNG17314.1	NP_014039.1
OG0004464	CBS138_protein	QNG17314.1	XP_449947.1
OG0004465	sacCer_protein	QNG17315.1	NP_014040.1
OG0004465	CBS138_protein	QNG17315.1	XP_449948.1
OG0004466	CBS138_protein	QNG17316.1	XP_449949.1
OG0004466	sacCer_protein	QNG17316.1	NP_014041.1
OG0004467	sacCer_protein	QNG17317.1	NP_014042.1
OG0004467	CBS138_protein	QNG17317.1	XP_449950.1
OG0004468	CBS138_protein	QNG17318.1	XP_449951.1
OG0004468	sacCer_protein	QNG17318.1	NP_014043.1
OG0004469	CBS138_protein	QNG17319.1	XP_449952.1
OG0004469	sacCer_protein	QNG17319.1	NP_014044.1
OG0004470	sacCer_protein	QNG17320.1	NP_014045.1
OG0004470	CBS138_protein	QNG17320.1	XP_449953.1
OG0004471	CBS138_protein	QNG17321.1	XP_449954.1
OG0004471	sacCer_protein	QNG17321.1	NP_014046.1
OG0004488	CBS138_protein	QNG12109.1	XP_444779.1
OG0004489	CBS138_protein	QNG12128.1	XP_444798.1
OG0004490	CBS138_protein	QNG12130.1	XP_444800.1
OG0004491	CBS138_protein	QNG12131.1	XP_444801.1
OG0004492	CBS138_protein	QNG12134.1	XP_444802.1
OG0004493	CBS138_protein	QNG12138.1	XP_444806.1
OG0004494	CBS138_protein	QNG12144.1	XP_444812.1
OG0004495	CBS138_protein	QNG12155.1	XP_002999509.1
OG0004496	CBS138_protein	QNG12171.1	XP_444837.1
OG0004497	CBS138_protein	QNG12181.1	XP_444847.1
OG0004498	CBS138_protein	QNG12182.1	XP_444848.1
OG0004499	CBS138_protein	QNG12192.1	XP_444858.1
OG0004500	CBS138_protein	QNG12197.1	XP_444864.1
OG0004501	CBS138_protein	QNG12199.1	XP_444866.1
OG0004502	CBS138_protein	QNG12224.1	XP_444891.1
OG0004503	CBS138_protein	QNG12234.1	XP_444900.1
OG0004504	CBS138_protein	QNG12250.1	XP_444916.1
OG0004505	CBS138_protein	QNG12258.1	XP_444924.1
OG0004506	CBS138_protein	QNG12269.1	XP_444935.1
OG0004507	CBS138_protein	QNG12283.1	XP_444949.1
OG0004508	CBS138_protein	QNG12286.1	XP_444952.1
OG0004509	CBS138_protein	QNG12313.1	XP_002999514.1
OG0004510	CBS138_protein	QNG12323.1	XP_444989.1
OG0004511	CBS138_protein	QNG12330.1	XP_444997.1
OG0004512	CBS138_protein	QNG12336.1	XP_445002.1
OG0004513	CBS138_protein	QNG12359.1	XP_445026.1
OG0004514	CBS138_protein	QNG12373.1	XP_445039.1
OG0004515	CBS138_protein	QNG12398.1	XP_445063.1
OG0004516	CBS138_protein	QNG12409.1	XP_445074.1
OG0004517	CBS138_protein	QNG12420.1	XP_445085.1
OG0004518	CBS138_protein	QNG12421.1	XP_445086.1
OG0004519	CBS138_protein	QNG12426.1	XP_002999517.1
OG0004520	CBS138_protein	QNG12443.1	XP_445109.1
OG0004521	CBS138_protein	QNG12445.1	XP_445111.1
OG0004522	CBS138_protein	QNG12466.1	XP_445131.1
OG0004523	CBS138_protein	QNG12474.1	XP_445138.1
OG0004524	CBS138_protein	QNG12475.1	XP_445139.1
OG0004525	CBS138_protein	QNG12490.1	XP_445153.1
OG0004526	CBS138_protein	QNG12491.1	XP_445154.1
OG0004527	CBS138_protein	QNG12501.1	XP_445164.1
OG0004528	CBS138_protein	QNG12510.1	XP_445173.1
OG0004529	CBS138_protein	QNG12520.1	XP_445183.1
OG0004530	CBS138_protein	QNG12545.1	XP_445207.1
OG0004531	CBS138_protein	QNG12556.1	XP_445216.1
OG0004532	CBS138_protein	QNG12565.1	XP_445230.1
OG0004533	CBS138_protein	QNG12582.1	XP_445245.1
OG0004534	CBS138_protein	QNG12592.1	XP_445255.2
OG0004535	CBS138_protein	QNG12602.1	XP_445265.1
OG0004536	CBS138_protein	QNG12614.1	XP_445277.1
OG0004537	CBS138_protein	QNG12616.1	XP_445279.1
OG0004538	CBS138_protein	QNG12644.1	XP_445307.1
OG0004539	CBS138_protein	QNG12657.1	XP_445320.2
OG0004540	CBS138_protein	QNG12669.1	XP_445332.1
OG0004541	CBS138_protein	QNG12676.1	XP_445339.1
OG0004542	CBS138_protein	QNG12681.1	XP_445345.1
OG0004543	CBS138_protein	QNG12684.1	XP_445351.1
OG0004544	CBS138_protein	QNG12691.1	XP_445359.1
OG0004545	CBS138_protein	QNG12698.1	XP_445366.1
OG0004546	CBS138_protein	QNG12715.1	XP_445383.1
OG0004547	CBS138_protein	QNG12720.1	XP_002999525.1
OG0004548	CBS138_protein	QNG12745.1	XP_445412.2
OG0004549	CBS138_protein	QNG12769.1	XP_448798.1
OG0004550	CBS138_protein	QNG12772.1	XP_445426.1
OG0004551	CBS138_protein	QNG12775.1	XP_445430.1
OG0004552	CBS138_protein	QNG12788.1	XP_445443.1
OG0004553	CBS138_protein	QNG12790.1	XP_445445.1
OG0004554	CBS138_protein	QNG12801.1	XP_445455.1
OG0004555	CBS138_protein	QNG12812.1	XP_445467.1
OG0004556	CBS138_protein	QNG12814.1	XP_445469.1
OG0004557	CBS138_protein	QNG12815.1	XP_002999527.1
OG0004558	CBS138_protein	QNG12825.1	XP_445479.1
OG0004559	sacCer_protein	QNG12842.1	NP_001032578.1
OG0004560	CBS138_protein	QNG12855.1	XP_445507.1
